Name,UniqueName,WAR,wRC+,ROI_Contact,ROI_Power,ROI_Speed,ROI_Defense,ROI_Discipline,Best_Tool,Best_ROI,Contact,Power,Speed,Defense,Discipline
Byron Buxton,Byron Buxton (2025),5.012449588240003,136.3415758121969,10.86818759240579,11.880007118039638,-2.8832424216162735,-2.3412722675968585,-2.697704782400097,Power,11.880007118039638,45.05803867520451,72.58391306222796,80.0,47.43883126459457,43.77449534321941
Kyle Schwarber,Kyle Schwarber (2025),4.9229221902164575,152.08051640783808,9.227154283629964,8.831090021577243,-1.8449748869015237,-1.0799244600800648,-1.5053751470110304,Contact,9.227154283629964,44.141903717725086,80.0,48.79359276696602,34.199247612592266,67.58947439399913
Cody Bellinger,Cody Bellinger (2025),4.895194035688189,125.03422753309192,9.692767991825308,10.263114335427042,-2.072467673371985,-1.3977102843119062,-1.7905218038647785,Power,10.263114335427042,64.31600968252803,52.778936758498645,55.96499429952567,64.66513094008695,53.04591613050746
Nico Hoerner,Nico Hoerner (2025),4.80335254933368,109.3889383665007,10.983155853551088,10.62986687369413,-6.784524047182904,-6.728108319060011,-7.251405456201949,Contact,10.983155853551088,77.33327321690928,37.92425934227144,65.94962210073402,72.07645316650742,51.11856360658901
Gunnar Henderson,Gunnar Henderson (2025),4.778555438463746,119.78289181549304,10.67642221325652,11.087399103362184,-2.2595159962005664,-1.7467333425069205,-2.0582356893896465,Power,11.087399103362184,57.42510358249942,57.8702132501212,72.36938744323689,48.02849594933843,52.8318514164196
Matt Olson,Matt Olson (2025),4.700861501685093,136.0615266903134,9.690360941156335,10.310461665352316,0.5487502219883719,0.6599381251033458,1.0111406331795634,Power,10.310461665352316,53.42464168607609,66.36644480936666,38.18773432673672,56.131372793911744,60.3301990656161
Alejandro Kirk,Alejandro Kirk (2025),4.677982758635817,115.55087581177855,9.235352299064118,9.148175180246229,0.9603616724923512,0.9972330477726956,1.356326694468191,Contact,9.235352299064118,67.05868145740827,54.989220915475,35.36850556075507,80.0,57.64979149485834
Ketel Marte,Ketel Marte (2025),4.59261322705358,145.2872078795435,9.537721347369482,10.764165755928522,0.324454170812565,0.4298621689958868,0.7150786150642472,Power,10.764165755928522,64.34986930002317,67.30528816800424,40.80075999456791,51.45963423517552,62.7211826252272
Nick Kurtz,Nick Kurtz (2025),4.590344540693458,170.30615312604996,9.037908863485118,9.708649710913294,-1.6025774823101173,-1.1226357213132117,-1.2889149285484973,Power,9.708649710913294,45.0729409753543,78.1344143171237,47.34036123552333,38.74470339690647,61.191860715702326
Junior Caminero,Junior Caminero (2025),4.564728244802292,129.25356454772745,10.302374908595464,12.312417493046215,-1.9605487192177278,-1.3374711572345848,-1.6660767282363442,Power,12.312417493046215,54.915722600635576,72.49676150594266,49.54551801700196,48.4624544110682,43.38288005694788
Kyle Tucker,Kyle Tucker (2025),4.498510782091407,135.97800271715482,10.385142562313847,8.42244481695579,-2.074689185769309,-1.422025761848212,-1.9315883047798377,Contact,10.385142562313847,63.06582665562137,54.18202204992991,66.5416341643766,49.24686231333092,73.3279472544342
Brice Turang,Brice Turang (2025),4.41621399531057,123.56972992154684,10.81384810106647,9.41324851880329,-2.0655183739228002,-1.4128549500017034,-1.8441431708167086,Contact,10.81384810106647,60.53585292714472,54.61219970583737,56.75597355634921,48.688570617152735,57.30821607874539
Jazz Chisholm Jr.,Jazz Chisholm Jr. (2025),4.379344895023726,126.09384578932725,11.009186849955329,10.526854586064307,-3.6560678960471673,-2.884522087582012,-3.36985820793523,Contact,11.009186849955329,41.83454652521929,61.83879348395392,62.52152277688715,58.039401557529295,54.81740340266519
Elly De La Cruz,Elly De La Cruz (2025),4.337031449214489,108.50352613594754,11.076558115797361,10.716027412917821,-3.3802717193527885,-2.7580656004126185,-3.097458161539791,Contact,11.076558115797361,47.37041256958313,60.05139481700576,77.14399855457219,48.49958381029974,52.653260838622415
Will Smith,Will Smith (2025),4.15148634639482,152.73726379964666,9.234813784769935,9.398297834456663,0.7160628280525253,0.7344192973619792,0.9981465277563762,Power,9.398297834456663,62.24115369839444,58.82966080271578,39.16850251651447,46.06972593076199,71.86757323329375
Dillon Dingler,Dillon Dingler (2025),4.091094962702927,108.94446170022889,8.33293545025374,13.229171668070984,-0.9727467559400846,-0.6053364240498346,-0.7344651273001741,Power,13.229171668070984,57.39189349842882,52.56080824411866,45.28538056402703,75.17582671112781,42.513671717697854
Wyatt Langford,Wyatt Langford (2025),4.063929688293446,118.20581472623358,9.284655285485291,9.691810657704169,-3.280902930121706,-2.410974298058656,-2.9123256270869784,Power,9.691810657704169,48.40815234517274,60.34022708259843,56.47603449464053,65.49205784731622,62.63644213243476
Andy Pages,Andy Pages (2025),4.060006152931073,113.46694603698576,8.613537483591125,13.202200916866165,-1.3909154905094896,-0.6868186190811483,-1.1274927200620137,Power,13.202200916866165,57.11661835943372,52.81589769662638,48.4263696466106,65.85516227348567,37.75166251039065
Willy Adames,Willy Adames (2025),4.048889924160104,107.7213517013979,10.609016840336624,10.079136720165542,-3.6177427413682985,-2.770268142525669,-3.3536239840884186,Contact,10.609016840336624,42.432720393192966,55.13363420517332,51.52209546476144,60.246877232115,56.116888297078106
Corey Seager,Corey Seager (2025),4.019348894042064,137.68712924586418,8.98880013190429,10.545351996173274,-1.4244678975855465,-0.9865479260881455,-1.0539475229119075,Power,10.545351996173274,55.92016198988669,65.9887601378052,45.68239861854698,56.72839913583029,60.32321431822546
Kyle Stowers,Kyle Stowers (2025),3.9803249401883822,148.79942673479505,11.008369306605568,10.284283715908142,-3.1110102186193673,-2.4529332998674693,-2.819430656355823,Contact,11.008369306605568,47.96286585529594,70.17629198387411,51.783715394916825,49.419065859268,47.91847681243489
Shea Langeliers,Shea Langeliers (2025),3.952855523380542,132.34545220078903,9.165485074640127,12.678344647758415,-1.717430492265238,-1.2190277659225246,-1.4152606811065136,Power,12.678344647758415,55.26503683639621,64.75241551798392,51.09096753924814,44.29608666330272,42.39226054815396
Jarren Duran,Jarren Duran (2025),3.911707641026082,111.15078705378288,10.700414251970178,11.267850443568049,-3.4973130223845237,-2.737121933647218,-3.119565952764256,Power,11.267850443568049,49.36113507671995,59.67599251325582,69.13518167092201,53.132704879585226,48.75770448329074
Freddie Freeman,Freddie Freeman (2025),3.8921122806271593,139.37060177554082,9.220682608814226,11.392018983475548,-0.7412642681637984,-0.6120165849315129,-0.3858071744038657,Power,11.392018983475548,56.1340507780884,61.23010751540021,45.331193211457744,43.663665301493126,49.381966449075385
Vladimir Guerrero Jr.,Vladimir Guerrero Jr. (2025),3.887758510747029,137.02781322530683,8.996908157821649,10.143537396287638,1.0355023931207885,1.004243378763776,1.4470453475096938,Power,10.143537396287638,67.94360922752135,65.06816648277844,40.90854331426243,41.71359556020615,68.35096966779112
Bo Bichette,Bo Bichette (2025),3.8249870635104086,133.74225688817225,9.002384458079495,12.72018994600923,0.9890054294457358,0.9424036858237952,1.3047129817315841,Power,12.72018994600923,70.03432013481768,57.23719204872587,39.2207181527221,34.92114389585171,41.91176279929232
Ceddanne Rafaela,Ceddanne Rafaela (2025),3.805443670615059,91.48703384452844,9.21362509037147,12.345095748971572,-2.4338512362600073,-1.650541129128923,-2.3242243415699027,Power,12.345095748971572,49.22128338407634,50.43941239737749,63.5569965695617,80.0,30.001542644867737
Eugenio Suárez,Eugenio Suárez (2025),3.801178856616932,124.69361712346377,10.429845672327636,12.011161440147019,-1.51100434483671,-1.3625166290014237,-1.4103988206957345,Power,12.011161440147019,36.73884128481253,69.18897533373666,42.539926803427946,47.4915345963772,43.25276351544125
Manny Machado,Manny Machado (2025),3.75674874619958,123.02550141793589,9.721678354817254,11.24193227619915,-1.892283803568837,-1.310894581362431,-1.49011013433317,Power,11.24193227619915,56.53186641801391,62.96098344837547,50.41359429481248,43.754301988361135,48.56820435927279
Matt Chapman,Matt Chapman (2025),3.693378078578872,118.30905700722283,9.54338321573453,9.560852828838325,-3.0286272576401747,-2.0412761529910326,-2.6933632902089557,Power,9.560852828838325,50.1929388249692,59.35353704568786,50.59689434687828,58.92033841842744,65.44931510400117
William Contreras,William Contreras (2025),3.658735130205547,113.47876548840496,9.561868483454768,10.398360735522818,0.7363565801634994,0.8504130192375715,1.1291710182067225,Power,10.398360735522818,56.07368361299076,54.259443683884975,39.02565236273109,54.903886850942094,61.959388459327855
Pete Alonso,Pete Alonso (2025),3.58680970973192,141.20800005483187,9.604356640676736,9.899598321359798,1.020661152720644,0.8889385997524422,1.4228457642260575,Power,9.899598321359798,56.694676149995416,73.27734582540175,34.47040081375657,32.34653164140942,51.8109013247674
Sal Frelick,Sal Frelick (2025),3.569805757457821,113.95027944107808,11.360914269657055,10.021085347161922,-6.488948352351648,-6.451679038190064,-6.974966763134438,Contact,11.360914269657055,70.60803301768615,39.354880358924326,56.49545863499048,61.52456436387925,55.966562241043206
Alex Bregman,Alex Bregman (2025),3.5313061115866127,125.30300647899588,9.283293093529124,9.496771525042961,0.6686561070934819,0.8502053189221462,0.9811650705176802,Power,9.496771525042961,65.90974213102591,53.17740198358111,40.83552704840438,57.34185436153759,66.26017148520627
Ronald Acuña Jr.,Ronald Acuña Jr. (2025),3.499786826182725,161.08104296056186,9.844119274752071,8.79948493457882,-1.5618024256772591,-1.03445706271096,-1.326411364853059,Contact,9.844119274752071,52.52310269411191,69.27063327589723,55.918673654935496,35.63186540777047,67.24737064508491
Michael Busch,Michael Busch (2025),3.4864568298900225,139.87647460022396,9.433283114574904,10.863811862836249,-0.6321741016475103,-0.38912201329766033,-0.24174448715852218,Power,10.863811862836249,53.5230764293162,68.007168148199,46.29133632896854,43.65163757362983,54.65469431714173
Masyn Winn,Masyn Winn (2025),3.4861426281090795,91.42323105092078,9.844410779274513,11.30825737385374,-5.244536389334777,-4.975224819361,-5.518322006561538,Power,11.30825737385374,58.71083287030128,42.3000254854404,49.37214197747024,80.0,50.18937157243143
Bryce Harper,Bryce Harper (2025),3.474154026482733,131.2467242056975,10.89525226632726,10.517336810725265,-2.9699803489828005,-2.299438347673054,-2.665888066935155,Contact,10.89525226632726,49.47184304000054,63.50838027277001,53.10784130890052,46.817276751496735,49.403995390793874
Mookie Betts,Mookie Betts (2025),3.4144496316617,103.82600808653768,9.411089457182952,9.513641089358298,-1.7996024736196015,-0.9206114587493668,-1.6978862040603016,Power,9.513641089358298,67.1435374428105,45.670881984831816,49.74290799127542,59.01458616986923,66.96382093440825
Hunter Goodman,Hunter Goodman (2025),3.408037153538659,117.70424184789086,9.660407697692596,13.069350864081509,-0.024235736195695287,0.20326731094599765,0.2858988886678804,Power,13.069350864081509,45.947946385551866,66.12221545328777,41.80050396880613,55.12559701723752,35.72218503304738
Jacob Wilson,Jacob Wilson (2025),3.3900440156588365,121.36920669600204,11.31098387445856,10.533539115799293,-5.635508701599058,-5.751409325812628,-6.12606231702198,Contact,11.31098387445856,77.83497320993135,39.94225106604292,45.61846818798683,49.12382333617805,47.79410140918833
Tyler Soderstrom,Tyler Soderstrom (2025),3.3816925809481395,125.25810135928567,9.838910396802522,10.9825028092464,-1.3407895400921361,-1.0446181886205304,-1.072597487508066,Power,10.9825028092464,56.24857805798388,62.91079693070225,46.50842035885572,48.075575651176486,49.39936032567754
Dansby Swanson,Dansby Swanson (2025),3.3544562350877607,99.40050492924944,10.842153495570452,10.493481357904326,-3.3061961960495645,-2.5749593979931924,-2.9510964161155315,Contact,10.842153495570452,46.45497025977996,55.67885482637175,64.88953906713083,55.59368549075735,47.26726948873609
Rafael Devers,Rafael Devers (2025),3.331043295533411,135.3366512011145,9.283605486462063,8.410442534742044,0.6662099379212595,0.732616251822089,1.0508956921731043,Contact,9.283605486462063,45.44866266902143,69.92727905536319,33.918407953345195,38.68860968993392,62.54810280815871
James Wood,James Wood (2025),3.2502182285137025,127.29375842430731,8.78914455139509,9.626971801548889,-1.2107790140204011,-0.8157204915246737,-0.9541278537328284,Power,9.626971801548889,44.86008057852928,74.78667093113053,45.26940817431979,38.09015421513737,62.34437620091845
Patrick Bailey,Patrick Bailey (2025),3.227004321993385,69.7839235772586,10.203906123499696,12.35789946879781,-5.714731919586916,-5.741455562124862,-6.330017196359524,Power,12.35789946879781,40.34739308315381,41.55895185182968,45.347487353444926,80.0,44.96717020906621
Xander Bogaerts,Xander Bogaerts (2025),3.224503001938012,103.86734386363368,9.446799532383181,10.445431018964674,-2.1955480870211033,-1.3939672060631407,-2.091415099497545,Power,10.445431018964674,60.32242849576349,47.886964004885904,59.87882137538739,61.64924463921008,58.70261656368696
Ernie Clement,Ernie Clement (2025),3.216264981626082,97.55813512606844,9.509930924259228,12.986302921933326,-6.088438535594898,-6.027796664974754,-6.549262320706031,Power,12.986302921933326,68.11868957848206,38.525289059727655,47.42942872637871,69.42356180351004,38.76323096709228
Harrison Bader,Harrison Bader (2025),3.1864909863068007,121.9372868346894,9.873935075651163,11.835627234395043,-2.071448270610727,-1.6164707524752162,-1.7260416259809275,Power,11.835627234395043,47.27801168587275,53.175787259386055,44.33835990681306,56.44557801416505,45.70493219458342
Zach McKinstry,Zach McKinstry (2025),3.173167710956428,113.6826954217801,11.281214111360217,10.93230986805042,-2.6029650217460447,-2.0143717378475205,-2.627373617904876,Contact,11.281214111360217,54.84133244303119,45.002364430031896,64.67413913347154,51.56485301274279,52.17509443680958
Steven Kwan,Steven Kwan (2025),3.1707728292801924,98.94299726875172,8.178949794408249,8.814923045964813,-6.962838762898094,-6.9127305796258725,-7.534315467470586,Power,8.814923045964813,74.94246559824806,32.71971995628158,54.26534899413947,71.65378157150045,65.26319838255557
CJ Abrams,CJ Abrams (2025),3.15892119332544,107.31756540218946,9.68413448732104,11.885065971324329,-1.4887777216766167,-1.046527536185117,-1.3795516967334949,Power,11.885065971324329,53.5738082815599,51.78304553758989,77.62766821834848,38.56664357912887,41.55634663211882
Trent Grisham,Trent Grisham (2025),3.15870260854247,129.02449082001655,9.2637526810718,9.841754990278059,1.119269876261898,1.0674933267476654,1.4071414939330693,Power,9.841754990278059,53.48309655308707,62.00740546866249,40.752186702024666,38.14770688898452,72.04558809437475
Josh Naylor,Josh Naylor (2025),3.146882505270386,127.55957763351992,10.208526856669682,11.941039341982101,-1.9444389378352287,-1.3795376115747473,-1.7117555229369923,Power,11.941039341982101,63.06293517858939,56.017434685610354,64.71873556994652,45.46826027124715,44.29236689711575
Drake Baldwin,Drake Baldwin (2025),3.143272499019308,125.32199832860624,9.890889036987137,11.617968097570381,-1.4915176033077158,-1.1434882778279638,-1.1209972286340768,Power,11.617968097570381,63.50732173783064,60.94544993582074,42.92871894877595,52.2618137911932,51.953780669494165
Zach Neto,Zach Neto (2025),3.132452820325666,115.58566304980468,10.19362819884891,11.472476570812585,-2.496216597310168,-2.0448061808621967,-2.1198795593407365,Power,11.472476570812585,46.89799093450234,61.52494528673678,59.640690299345664,42.10488590702401,43.731526559448994
Bryson Stott,Bryson Stott (2025),3.0671196147582083,99.90073669076088,9.641774639675909,10.183761769789294,-4.777303427616653,-4.46570815880096,-5.248457970753638,Power,10.183761769789294,62.67991050968588,43.28085971798683,63.260812942994406,61.52429776039661,62.507867273922685
Austin Wells,Austin Wells (2025),3.053728235869969,93.86250687821568,9.841756978526513,11.892888393976918,-3.2252644362012584,-2.3838527136446452,-2.9477985263146254,Power,11.892888393976918,42.34745846903419,57.23989253562365,49.50834384613968,73.90875825929928,44.24411158580942
Ben Rice,Ben Rice (2025),3.0460694295556765,132.60016845324574,8.98007402353553,10.723744790686794,-0.7992443560334641,-0.458665385283471,-0.44791097491698906,Power,10.723744790686794,60.03009786500692,68.25198727032235,44.96660715007035,45.43407932035172,59.70836674966153
Ryan O'Hearn,Ryan O'Hearn (2025),3.026057404858114,127.26868770556392,9.615287669804985,10.650242858196146,-1.2591166675488503,-0.8954273472762586,-0.9884691138081336,Power,10.650242858196146,59.652402185492846,51.42568669492341,45.14641680767307,51.861943547815024,56.44331332529187
Trevor Story,Trevor Story (2025),3.025020917582097,100.99665332453417,9.676304688817194,12.140955236387166,-2.4190091101356153,-2.002588559356607,-2.118517458687652,Power,12.140955236387166,46.87834331426133,57.06730521116917,77.17853378710974,40.647356558351326,35.40697129856851
Jackson Merrill,Jackson Merrill (2025),3.0181509512309512,116.20445616275909,9.671957673864762,12.54175326049812,-2.1745992588547396,-1.4427064541157866,-1.8803195531246608,Power,12.54175326049812,51.48760442137311,56.028380667416336,49.53480347415845,52.87003356584279,35.34869117002536
Brandon Nimmo,Brandon Nimmo (2025),2.995828314399062,114.08380106543058,11.169814603997354,9.692453469276584,-2.5575751179285615,-1.9643054794711232,-2.317058535259787,Contact,11.169814603997354,55.05093662587191,58.226764621478864,55.24760260730374,49.96308995793198,51.371758039430105
Ramón Laureano,Ramón Laureano (2025),2.953151977478118,137.80491716799915,9.636756479035737,11.150052605108257,-1.0508281865418843,-0.7256132262532062,-0.6823348341628915,Power,11.150052605108257,54.07721509951288,63.94496595385405,47.35228850431354,40.87699715328362,48.949595274308365
Max Muncy,Max Muncy (2025),2.9386610001247537,136.88225240877588,9.817848893234165,9.043614221967497,-2.1166233176332554,-1.4588708337610576,-1.8932198778285965,Contact,9.817848893234165,52.10334289989616,61.40969510828898,51.26351532358273,46.51688726638541,71.23304058588401
Jackson Chourio,Jackson Chourio (2025),2.927121640378953,111.35224164419444,10.200824757200847,11.370012113187048,-1.4795356524709475,-1.0096795253021495,-1.3708991523717777,Power,11.370012113187048,53.13904786254454,56.31618200515404,60.04741842101864,48.22334447858912,36.20917190416895
Taylor Ward,Taylor Ward (2025),2.9254475427018853,116.71884497982768,9.209216017330379,9.314960571203478,-1.4796958426375495,-0.9695960592343131,-1.215909001599956,Power,9.314960571203478,48.991003473943984,61.19132542691168,46.171016893228725,47.52829865736573,65.40491854375182
Riley Greene,Riley Greene (2025),2.9226978875282934,120.77683357750392,9.311080647640221,12.167314228408857,-1.0835948708566918,-0.85935756625889,-0.8725214888977537,Power,12.167314228408857,43.84672264534003,66.77584168449839,42.51149170683726,44.688411346385976,41.783470581841904
Jake Cronenworth,Jake Cronenworth (2025),2.918704221606997,117.49854494100153,10.04245932899291,10.342306736436615,-0.815624185541096,-0.4360119426642882,-0.7400623741732417,Power,10.342306736436615,56.031727146402034,45.53278307748607,42.77024404426059,51.8278264410696,66.27633553123599
Randy Arozarena,Randy Arozarena (2025),2.886755645434405,119.9653375656667,10.205249754613467,9.648809677236462,-2.6123075070417032,-2.055814828318378,-2.360634281026883,Contact,10.205249754613467,43.98486978521232,59.35879574580867,58.44627791474058,38.21442582716318,54.49812953717922
TJ Friedl,TJ Friedl (2025),2.879661786518417,108.56034180948116,10.998208975119935,9.100539565322805,-5.851508843317517,-5.821033992634167,-6.350859230793782,Contact,10.998208975119935,60.53420919299908,39.97061186932078,52.70841399582907,42.59163259677225,70.54234858467623
Yandy Díaz,Yandy Díaz (2025),2.878936507010561,134.60814339668812,9.15786303853079,11.104438459230096,-0.6961031577190527,-0.45680924159341335,-0.37958887967896826,Power,11.104438459230096,70.39160616346726,62.61700917276002,43.21725023856924,31.700755862428466,58.48800821584285
Brendan Donovan,Brendan Donovan (2025),2.855031076009722,118.59689135104448,10.295726919571718,10.45624781037901,-0.7014880261997615,-0.4462000101029947,-0.5810988132542253,Power,10.45624781037901,70.80187586432703,48.919207106285,42.53134861163279,49.99445982191398,58.42970431799334
J.P. Crawford,J.P. Crawford (2025),2.8182207544754494,113.19065201889754,9.208654253095652,9.923251880735336,-4.3306560914336005,-4.4366343784229265,-4.737790585185012,Power,9.923251880735336,60.9792639074886,42.24044931318804,45.36430780620116,38.1387787011905,62.26826152932762
Ian Happ,Ian Happ (2025),2.8071781963268023,115.77252036124874,9.90963339281315,9.645881795677886,0.9893942627828519,1.0919337250070755,1.301903226207051,Contact,9.90963339281315,53.39408547579483,55.24464652083449,40.46429070613661,51.61616810141246,65.40488699561065
Willson Contreras,Willson Contreras (2025),2.765444688547608,123.56341575893369,9.704719378537185,11.496794259930999,-2.1846293236239003,-1.731785292056419,-1.8165753893078647,Power,11.496794259930999,49.41199660671718,61.13812113480765,45.47435925979831,52.87358308341082,46.61015879026431
Roman Anthony,Roman Anthony (2025),2.728426000535148,139.6254499087771,10.001528999540694,9.11114308198437,-2.8845973476113436,-2.0136330889833354,-2.5829885558564945,Contact,10.001528999540694,51.28549507491101,65.17860981531535,52.472145424385104,56.72739277140224,66.2971522068464
Gabriel Moreno,Gabriel Moreno (2025),2.6886347765394585,117.29298683781217,8.64008133568062,10.57072190301394,-0.900435504934574,-0.4621557302970199,-0.7003516967062375,Power,10.57072190301394,64.33830283039225,51.13169130832983,45.74843026906221,64.04546110323798,57.17078732022237
Carlos Narváez,Carlos Narváez (2025),2.680277016981404,97.39202848611907,9.633294582954617,10.743456679914038,0.17798258662544722,0.42554469797290156,0.51937543075853,Power,10.743456679914038,45.62193809178685,54.92113493634298,41.4551649979664,67.45153883978378,48.28266020971897
Colson Montgomery,Colson Montgomery (2025),2.680067254011665,128.92953304025298,10.171328644371558,11.460191761112867,-2.2425865620616494,-1.6617148696896575,-1.9926462356229115,Power,11.460191761112867,40.56062025512015,65.80839975473317,46.11316019770861,60.31742779888331,45.85791058361552
Iván Herrera,Iván Herrera (2025),2.666445319812717,137.47258212875454,9.413638642042867,10.80729056582606,-1.6268138418504745,-1.0779889268579619,-1.1719810941175526,Power,10.80729056582606,60.47249461745814,60.168090284953394,49.50421721943671,43.09950666260099,56.57499206531829
Carson Kelly,Carson Kelly (2025),2.662402597242651,114.53788312329624,9.613998922372243,10.985005449167524,-1.2539154040419271,-0.8091826962701476,-0.9189634833010378,Power,10.985005449167524,55.7140240327591,52.07377635641447,42.85843434388123,57.31944978853789,59.83108405175955
Caleb Durbin,Caleb Durbin (2025),2.642851968434109,105.08224794564076,11.828283141224729,9.76051982290048,-7.039194531634624,-6.95354269054398,-7.494356007134811,Contact,11.828283141224729,67.44232442105212,39.21889425217051,55.345692545611946,55.11887339997444,55.81994944426376
Jorge Polanco,Jorge Polanco (2025),2.635008505511774,132.0893588053727,9.043494761855465,11.020813597483757,-1.0990577216903972,-0.7860575755816858,-0.7475709229212573,Power,11.020813597483757,58.96450733263349,60.13009286216726,46.28544132087604,38.52609439998176,53.22191873777521
Carlos Correa,Carlos Correa (2025),2.6059618088843868,106.24118134646454,10.17541829836855,11.06296458116805,0.5579654709280633,0.6699514341866758,0.9444464673443298,Power,11.06296458116805,60.96163842332624,51.69498099074473,38.34159431388863,52.88545824833008,50.71038553781163
Isaac Collins,Isaac Collins (2025),2.597850617960977,122.27689005395746,10.144276188385627,9.224330606826094,-2.473706773024626,-1.6104193811052818,-2.3455365818913094,Contact,10.144276188385627,55.63924032465764,47.99705337382032,53.19846504501589,52.03859261617053,67.1343827307403
Seiya Suzuki,Seiya Suzuki (2025),2.5933303735339583,122.59029453466638,8.795228434980933,10.222018626962777,-0.7051864201130417,-0.4340984221328033,-0.35873194047904006,Power,10.222018626962777,52.20437897132505,66.57974579191048,46.707000812874206,41.29026568561385,62.13237473698565
Gleyber Torres,Gleyber Torres (2025),2.579047053193212,112.76113802846297,9.201951405632409,9.518857571510377,0.9516005242454232,1.0311457932077241,1.1451089166268449,Power,9.518857571510377,62.73108623267864,48.66303977129215,40.94743490426166,45.41696421268613,73.08673463433789
Xavier Edwards,Xavier Edwards (2025),2.5366147161032924,95.48281525010997,9.790484970917177,10.683939361657803,-7.620706367531595,-7.658891914573111,-8.154506405148641,Power,10.683939361657803,69.8522896290648,35.06800959637525,62.609637703668994,54.34802515930826,53.86410288243808
Jonathan Aranda,Jonathan Aranda (2025),2.5363418909283864,146.04677466089927,10.246097705314826,9.566945491397199,0.8786666084679814,0.7852656736977873,1.2461204373394927,Contact,10.246097705314826,59.97589958433636,61.74777274663992,32.61339110863516,47.73365037893814,50.87057045992627
Christian Yelich,Christian Yelich (2025),2.441379435197057,121.41749554522096,10.355473298425329,10.497512987721654,-2.726551798636649,-2.1104881278553234,-2.4104718955694597,Power,10.497512987721654,49.28424938030256,62.38483088617858,52.82110738359879,36.91747993982765,54.6571784293627
Isaac Paredes,Isaac Paredes (2025),2.433822661876367,127.96436495708564,9.294411580795241,9.776118403654243,1.0627791414304566,1.0644157579793854,1.2812467766554545,Power,9.776118403654243,60.37902974184454,48.46800780094438,38.81030266051731,46.10374359387436,64.65497738251838
Brandon Marsh,Brandon Marsh (2025),2.428677818718473,116.34232068203916,11.087121438329058,9.76437083773801,-2.0948678417377065,-1.5015982032802688,-1.8899197130016834,Contact,11.087121438329058,55.36818499530939,54.441298052275,56.494610283167816,49.195977403510994,50.39919800690425
Brent Rooker,Brent Rooker (2025),2.426791018113569,121.97580261381478,9.692477768003416,10.453970565038425,-2.340107841965917,-1.7077581421177002,-1.9448674294735986,Power,10.453970565038425,49.61664675379372,61.67071801907856,49.42766447734349,35.196496324460725,50.80407081230486
Wilyer Abreu,Wilyer Abreu (2025),2.416784101081031,110.09428943253836,8.90356313937629,10.97595623883297,-1.9074040071196483,-1.4849490893224322,-1.5503724021405594,Power,10.97595623883297,50.49211587672878,59.3108495806972,45.4675230394273,65.17569734178669,48.37502904845183
Jung Hoo Lee,Jung Hoo Lee (2025),2.412602136991063,107.17950801800322,10.831232454051134,9.685286623439037,-5.905447077300159,-5.911254954230264,-6.417549957545787,Contact,10.831232454051134,69.64004698016007,40.89000416891008,58.38081204272686,38.606356860561945,58.737252788018175
Mike Yastrzemski,Mike Yastrzemski (2025),2.3481491059559643,105.9273420216054,9.648261712532207,9.623812617109815,-2.3781007553517863,-1.5099571869774975,-2.2118561546866617,Contact,9.648261712532207,55.90463978954016,51.20625470076446,51.41957575642277,54.19914224922306,66.12642275857357
Spencer Torkelson,Spencer Torkelson (2025),2.336883551251953,117.5714949331538,9.269118150707216,10.658556329099893,-1.5153986539397692,-1.2810895260667337,-1.1088785805850672,Power,10.658556329099893,47.440190854938336,58.881873531336936,44.26565969426245,41.46834755928974,59.17584737325809
Otto Lopez,Otto Lopez (2025),2.3004796569607526,86.20880953158606,9.152422504238729,11.350344249309385,-1.9931327742409224,-1.2210422434149912,-1.848869477786888,Power,11.350344249309385,61.83364851631525,46.39216125536386,49.73112876734915,65.86351126490737,52.624383776847694
Brett Baty,Brett Baty (2025),2.298866795133429,110.61089182065844,10.731591121585355,10.41686087550726,-2.90550068352105,-2.2168504957234987,-2.561344864871468,Contact,10.731591121585355,51.08477094650838,61.85475984472564,55.30076025419847,53.19497321688743,51.14509571623986
Jake Meyers,Jake Meyers (2025),2.2665160017786548,107.328099103895,10.800190395773775,10.485658253830545,-5.276120589718821,-5.097681677290317,-5.704079625884618,Contact,10.800190395773775,61.97805759135095,42.56011940949544,54.9185396600674,58.70923958542012,53.89245128186102
Daulton Varsho,Daulton Varsho (2025),2.2085171929477254,122.81931578249532,10.588318808131294,12.038701184259956,-3.294603724226593,-2.4694780307368713,-3.0973116401489675,Power,12.038701184259956,41.3504624420305,65.08457707413186,53.762549779442935,58.15926199940965,40.60310717791239
Mauricio Dubón,Mauricio Dubón (2025),2.208091871363842,79.91339447300903,9.214201628802568,12.92590489368861,-6.689542398938977,-6.514269375140665,-7.193277450945079,Power,12.92590489368861,61.67103272335907,36.91705177178103,49.45219220521871,79.8131114387044,43.31193622256812
