target,lr_r2_cv,rf10_r2_cv,lr_coef_ΔContact,lr_coef_ΔPower,lr_coef_ΔSpeed,lr_coef_ΔDefense,lr_coef_ΔDiscipline
ΔwRC+,0.7043222557901385,0.6781327044393102,1.650157995913628,2.479654290700806,-0.07595737773526348,0.02456289955668271,0.534254260473798
ΔWAR,0.6879889988283064,0.657024180881498,0.08778250606023794,0.12183051353788349,0.02700412385758019,0.06121208285913219,0.02716400186353415
ΔOPS,0.7059498537643741,0.6769560033781087,0.006136684217653007,0.009833005538088111,-0.0001268511343746924,-5.5827189856923625e-05,0.0009365718004666576
