target,window,outer_fold,model,alpha,inner_fold,mae,selected
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,193.06977288832496,1,21.168379210429578,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,193.06977288832496,2,26.010211290481198,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,193.06977288832496,3,24.902485014532658,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,193.06977288832496,4,27.787407041149788,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,193.06977288832496,mean,25.47261643105333,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,268.26957952797216,0,27.693308624293138,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,268.26957952797216,1,21.08219119471015,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,268.26957952797216,2,26.0518731081435,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,268.26957952797216,3,25.120663632726693,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,268.26957952797216,4,27.767534927927155,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,268.26957952797216,mean,25.543114297560127,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,372.7593720314938,0,27.88571511705649,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,372.7593720314938,1,21.123884087102102,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,372.7593720314938,2,26.09221352143651,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,372.7593720314938,3,25.351634888505494,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,372.7593720314938,4,27.748293106389163,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,372.7593720314938,mean,25.64034814409795,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,517.9474679231203,0,28.06260829596644,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,517.9474679231203,1,21.20111617626671,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,517.9474679231203,2,26.157240129049637,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,517.9474679231203,3,25.602735499533775,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,517.9474679231203,4,27.730602710753416,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,517.9474679231203,mean,25.750860562313996,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,719.6856730011514,0,28.21765554081983,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,719.6856730011514,1,21.294618580416966,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,719.6856730011514,2,26.22288798137796,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,719.6856730011514,3,25.833987892154994,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,719.6856730011514,4,27.715097041622514,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,719.6856730011514,mean,25.856849407278457,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1000.0,0,28.372443429509815,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1000.0,1,21.38386522913536,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1000.0,2,26.2843508406339,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1000.0,3,26.02834883354103,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1000.0,4,27.702064975597416,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1000.0,mean,25.954214661683505,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1389.495494373136,0,28.50754530618217,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1389.495494373136,1,21.460850278449826,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1389.495494373136,2,26.334212042518676,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1389.495494373136,3,26.1860224311296,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1389.495494373136,4,27.691492827101246,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1389.495494373136,mean,26.0360245770763,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1930.6977288832495,0,28.614032891398708,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1930.6977288832495,1,21.521530057304087,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1930.6977288832495,2,26.373512747405112,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1930.6977288832495,3,26.31030109455875,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1930.6977288832495,4,27.683159837274328,False
wrc_plus,2019-2025 (all),2020->21,M0 scalar baseline,1930.6977288832495,mean,26.1005073255882,False
