target,window,touches_2020,fold,candidate,baseline,n_test,sign,improvement_mae,ci_low,ci_high,excludes_zero,bootstrap_unit,n_boot,direction,positive_means_candidate_better
war_rate,2021-2025 (2020 excluded),False,2022->23,M6c Marcel calibrated,M1 B2V 5 tools,353,baseline better,-0.00477678032018547,-0.0721858125315632,0.063162489573017,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,2023->24,M1 B2V 5 tools,M0 scalar baseline,358,candidate better,0.06694267256141373,0.012302930676831424,0.12316939660062298,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,2023->24,M1 B2V 5 tools,M2 constituent stats,358,baseline better,-0.04486921520504539,-0.08986053956044893,-0.0041105397278633805,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,2023->24,M2 constituent stats,M0 scalar baseline,358,candidate better,0.11181188776645912,0.042812161133318295,0.18361116862076848,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,2023->24,M4 B2V + age + PA,M3 scalar + age + PA,358,candidate better,0.06080988390358821,0.008981114631271042,0.11040064710295802,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,2023->24,M7 Marcel + B2V,M6c Marcel calibrated,358,candidate better,0.02558366503305698,-0.010176096846876476,0.060087661487184016,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,2023->24,M6c Marcel calibrated,M1 B2V 5 tools,358,candidate better,0.010232632958356414,-0.0549961337076237,0.08009256971091873,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,2024->25,M1 B2V 5 tools,M0 scalar baseline,362,candidate better,0.03039924752146117,-0.02710617526563789,0.08933968026938366,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,2024->25,M1 B2V 5 tools,M2 constituent stats,362,baseline better,-0.02066343782827662,-0.0753211327136383,0.030490564416655375,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,2024->25,M2 constituent stats,M0 scalar baseline,362,candidate better,0.05106268534973779,-0.022362495398336835,0.1294239803766315,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,2024->25,M4 B2V + age + PA,M3 scalar + age + PA,362,candidate better,0.01708030077198086,-0.03439969145722857,0.0693486994906572,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,2024->25,M7 Marcel + B2V,M6c Marcel calibrated,362,candidate better,0.03100768666007414,-0.0034590284831874703,0.06856507486238299,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,2024->25,M6c Marcel calibrated,M1 B2V 5 tools,362,baseline better,-0.007216115501402776,-0.07631938934821193,0.05953054907426064,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,pooled,M1 B2V 5 tools,M0 scalar baseline,1073,candidate better,0.04521320713061927,0.01300038056924252,0.07643825145532261,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,pooled,M1 B2V 5 tools,M2 constituent stats,1073,baseline better,-0.025938516542868495,-0.05481085490016906,-0.0002843756784248259,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,pooled,M2 constituent stats,M0 scalar baseline,1073,candidate better,0.07115172367348777,0.0319905781313295,0.11219879014897316,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,pooled,M4 B2V + age + PA,M3 scalar + age + PA,1073,candidate better,0.027965365579745383,-0.000805457910953744,0.056007284224303504,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,pooled,M7 Marcel + B2V,M6c Marcel calibrated,1073,candidate better,0.017971067005964292,-0.0006116895438863123,0.03653103421361342,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,2021-2025 (2020 excluded),False,pooled,M6c Marcel calibrated,M1 B2V 5 tools,1073,baseline better,-0.0005919428382492598,-0.041093034346525364,0.037415120975151095,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
