target,alpha_grid,fold,model,n_features,selected_alpha,n_train,thin_training_set,train_period,test_period,n_test,mae,mae_ci_low,mae_ci_high,rmse,rmse_ci_low,rmse_ci_high,mae_pct_of_scalar_baseline
wrc_plus,wide_logspace_-3_4_50,pooled,M5 constituents + age + PA,24,,,,re-fitted per fold,all rolling-origin test seasons,1063,18.251584293673826,17.33169410787235,19.187903536458954,23.471937227231233,22.313784286932403,24.629173683945897,92.62730011052464
wrc_plus,archived_6_value,A,M0 scalar baseline,1,0.01,351,False,2021->2022,2022->2023,350,19.327067270560125,17.69636699356838,20.963271256018132,24.822994041341556,22.83423917677782,26.686332420644238,100.0
wrc_plus,archived_6_value,A,M1 B2V 5 tools,5,10.0,351,False,2021->2022,2022->2023,350,18.5997290912709,17.083731591563865,20.13211002358209,23.444343262868454,21.689837946447895,25.216861197831957,96.23668625401257
wrc_plus,archived_6_value,A,M2 constituent stats,22,100.0,351,False,2021->2022,2022->2023,350,18.753755393378988,17.240089155283083,20.26748529257824,23.618420190123217,21.86966269541301,25.405803225359136,97.03363231909255
wrc_plus,archived_6_value,A,M3 scalar + age + PA,3,1.0,351,False,2021->2022,2022->2023,350,18.67366965574977,17.093740175223928,20.24297257202696,23.85704000879856,22.029050507449774,25.62676326612869,96.61926144477367
wrc_plus,archived_6_value,A,M4 B2V + age + PA,7,10.0,351,False,2021->2022,2022->2023,350,18.05816629559582,16.55105785743967,19.5701558355209,22.881255752889203,21.143645987425618,24.594035101741014,93.43459120206431
wrc_plus,archived_6_value,A,M5 constituents + age + PA,24,100.0,351,False,2021->2022,2022->2023,350,18.306999065791018,16.788681943167152,19.760973747669173,23.199129147862777,21.493662250378026,24.971843333463163,94.72207453676678
wrc_plus,archived_6_value,B,M0 scalar baseline,1,0.01,701,False,2021->2022; 2022->2023,2023->2024,355,20.551954607655954,18.821227426373056,22.376802417996792,26.64393374776387,24.563738670437203,28.900341143349166,99.99999999999999
wrc_plus,archived_6_value,B,M1 B2V 5 tools,5,0.01,701,False,2021->2022; 2022->2023,2023->2024,355,18.977078121030335,17.40800056688858,20.723412599950592,24.617165541103873,22.6048562262364,26.701766442637307,92.3370963166737
wrc_plus,archived_6_value,B,M2 constituent stats,22,100.0,701,False,2021->2022; 2022->2023,2023->2024,355,18.68228517350968,17.1843437763385,20.356203497787902,24.184329194968278,22.215001230177638,26.280087878912937,90.90271718754288
