target,alpha_grid,fold,model,n_features,selected_alpha,n_train,thin_training_set,train_period,test_period,n_test,mae,mae_ci_low,mae_ci_high,rmse,rmse_ci_low,rmse_ci_high,mae_pct_of_scalar_baseline
wrc_plus,archived_6_value,pooled,M4 B2V + age + PA,7,,,,re-fitted per fold,all rolling-origin test seasons,1063,18.405864396317146,17.448432796820434,19.36617241109204,23.764318635818384,22.57724821798276,24.94392779399188,93.43123029498463
wrc_plus,archived_6_value,pooled,M5 constituents + age + PA,24,,,,re-fitted per fold,all rolling-origin test seasons,1063,18.24831937148353,17.321723176312204,19.179080850236144,23.472699402076312,22.31121357938348,24.63401193665931,92.63150553443472
war,wide_logspace_-3_4_50,A,M0 scalar baseline,1,10.0,351,False,2021->2022,2022->2023,350,1.1825188302108434,1.0850091470459577,1.284433612020509,1.5087850495147257,1.3732148810808225,1.6573867330583334,100.0
war,wide_logspace_-3_4_50,A,M1 B2V 5 tools,5,51.794746792312125,351,False,2021->2022,2022->2023,350,1.2478387663239603,1.1480938239927068,1.3521513022499303,1.5689403771817036,1.4425392164569262,1.701685397791073,105.52379669941242
war,wide_logspace_-3_4_50,A,M2 constituent stats,22,138.9495494373136,351,False,2021->2022,2022->2023,350,1.228105235243172,1.131520379007806,1.328276701016009,1.5456886581008547,1.4204710402735066,1.6762892828835985,103.8550257186349
war,wide_logspace_-3_4_50,A,M3 scalar + age + PA,3,5.179474679231207,351,False,2021->2022,2022->2023,350,1.1172829726093054,1.0271785637480988,1.2143238536980958,1.4318739433470882,1.3045393413282835,1.571306286352775,94.48331342090287
war,wide_logspace_-3_4_50,A,M4 B2V + age + PA,7,37.27593720314938,351,False,2021->2022,2022->2023,350,1.150569414362585,1.057959156651871,1.2515023423079186,1.4661075033998934,1.3426272236087513,1.5969837510718654,97.29818967512242
war,wide_logspace_-3_4_50,A,M5 constituents + age + PA,24,51.794746792312125,351,False,2021->2022,2022->2023,350,1.1603736050405422,1.0696594747172579,1.2580384338742157,1.4659834704415369,1.346052011296593,1.5949423486943468,98.12728350665226
war,wide_logspace_-3_4_50,B,M0 scalar baseline,1,3.727593720314938,701,False,2021->2022; 2022->2023,2023->2024,355,1.212363122545016,1.1021934896906105,1.3342320497432847,1.6344726155624891,1.460936190914829,1.8288509351867952,100.0
war,wide_logspace_-3_4_50,B,M1 B2V 5 tools,5,37.27593720314938,701,False,2021->2022; 2022->2023,2023->2024,355,1.2432537778697306,1.1337184347897433,1.362183028680997,1.6480556186725535,1.488007367898079,1.8203223727326632,102.54797055026454
