target,alpha_grid,outer_fold,model,alpha,inner_fold,mae,selected
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,0.5179474679231207,4,19.862230579061944,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,0.5179474679231207,mean,20.074495994687375,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,0.7196856730011514,0,19.02565196708803,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,0.7196856730011514,1,19.479801774394918,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,0.7196856730011514,2,17.98757367049158,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,0.7196856730011514,3,24.01686712596603,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,0.7196856730011514,4,19.863282730693527,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,0.7196856730011514,mean,20.07463545372682,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.0,0,19.024298288307726,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.0,1,19.480377541788634,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.0,2,17.988230242064844,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.0,3,24.01670835645922,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.0,4,19.864742191561685,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.0,mean,20.074871324036422,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.3894954943731375,0,19.022421835043723,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.3894954943731375,1,19.481204199157713,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.3894954943731375,2,17.9891403813827,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.3894954943731375,3,24.016488270216524,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.3894954943731375,4,19.866765295779203,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.3894954943731375,mean,20.07520399631597,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.9306977288832496,0,19.019823118873887,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.9306977288832496,1,19.482349057418425,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.9306977288832496,2,17.990400855861505,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.9306977288832496,3,24.016183467329082,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1.9306977288832496,4,19.869567142907556,False
