target,outer_fold,model,alpha,inner_fold,mae,selected
wrc_plus,A,M1 JointVAE 5 tools,0.0026826957952797246,3,22.95609242649472,False
wrc_plus,A,M1 JointVAE 5 tools,0.0026826957952797246,4,20.5118474870386,False
wrc_plus,A,M1 JointVAE 5 tools,0.0026826957952797246,mean,20.111251025090915,False
wrc_plus,A,M1 JointVAE 5 tools,0.003727593720314938,0,19.059839314130283,False
wrc_plus,A,M1 JointVAE 5 tools,0.003727593720314938,1,20.21654347576979,False
wrc_plus,A,M1 JointVAE 5 tools,0.003727593720314938,2,17.811921053946996,False
wrc_plus,A,M1 JointVAE 5 tools,0.003727593720314938,3,22.956102828546047,False
wrc_plus,A,M1 JointVAE 5 tools,0.003727593720314938,4,20.511840413122055,False
wrc_plus,A,M1 JointVAE 5 tools,0.003727593720314938,mean,20.111249417103032,False
wrc_plus,A,M1 JointVAE 5 tools,0.005179474679231213,0,19.05982574502596,False
wrc_plus,A,M1 JointVAE 5 tools,0.005179474679231213,1,20.21652694534995,False
wrc_plus,A,M1 JointVAE 5 tools,0.005179474679231213,2,17.811935358060794,False
wrc_plus,A,M1 JointVAE 5 tools,0.005179474679231213,3,22.956117281777633,False
wrc_plus,A,M1 JointVAE 5 tools,0.005179474679231213,4,20.511830584129946,False
wrc_plus,A,M1 JointVAE 5 tools,0.005179474679231213,mean,20.11124718286886,False
wrc_plus,A,M1 JointVAE 5 tools,0.0071968567300115215,0,19.05980689123745,False
wrc_plus,A,M1 JointVAE 5 tools,0.0071968567300115215,1,20.21650397743466,False
wrc_plus,A,M1 JointVAE 5 tools,0.0071968567300115215,2,17.811955233034933,False
wrc_plus,A,M1 JointVAE 5 tools,0.0071968567300115215,3,22.95613736375986,False
wrc_plus,A,M1 JointVAE 5 tools,0.0071968567300115215,4,20.51181692714309,False
wrc_plus,A,M1 JointVAE 5 tools,0.0071968567300115215,mean,20.111244078522,False
wrc_plus,A,M1 JointVAE 5 tools,0.01,0,19.059780694795684,False
wrc_plus,A,M1 JointVAE 5 tools,0.01,1,20.216472065605625,False
wrc_plus,A,M1 JointVAE 5 tools,0.01,2,17.81198284820351,False
wrc_plus,A,M1 JointVAE 5 tools,0.01,3,22.956165266197647,False
wrc_plus,A,M1 JointVAE 5 tools,0.01,4,20.511797951503684,False
wrc_plus,A,M1 JointVAE 5 tools,0.01,mean,20.111239765261228,False
wrc_plus,A,M1 JointVAE 5 tools,0.013894954943731374,0,19.059744296526283,False
wrc_plus,A,M1 JointVAE 5 tools,0.013894954943731374,1,20.216427728096505,False
wrc_plus,A,M1 JointVAE 5 tools,0.013894954943731374,2,17.812021217389645,False
wrc_plus,A,M1 JointVAE 5 tools,0.013894954943731374,3,22.956204033833476,False
wrc_plus,A,M1 JointVAE 5 tools,0.013894954943731374,4,20.511771586255424,False
wrc_plus,A,M1 JointVAE 5 tools,0.013894954943731374,mean,20.111233772420267,False
wrc_plus,A,M1 JointVAE 5 tools,0.019306977288832496,0,19.059693724322784,False
wrc_plus,A,M1 JointVAE 5 tools,0.019306977288832496,1,20.216366128727753,False
wrc_plus,A,M1 JointVAE 5 tools,0.019306977288832496,2,17.812074527405247,False
wrc_plus,A,M1 JointVAE 5 tools,0.019306977288832496,3,22.956257896123354,False
wrc_plus,A,M1 JointVAE 5 tools,0.019306977288832496,4,20.51173495440459,False
wrc_plus,A,M1 JointVAE 5 tools,0.019306977288832496,mean,20.111225446196748,False
wrc_plus,A,M1 JointVAE 5 tools,0.026826957952797246,0,19.05962346031885,False
wrc_plus,A,M1 JointVAE 5 tools,0.026826957952797246,1,20.216280550967557,False
wrc_plus,A,M1 JointVAE 5 tools,0.026826957952797246,2,17.81214859410454,False
wrc_plus,A,M1 JointVAE 5 tools,0.026826957952797246,3,22.956332727561367,False
wrc_plus,A,M1 JointVAE 5 tools,0.026826957952797246,4,20.511684059521645,False
wrc_plus,A,M1 JointVAE 5 tools,0.026826957952797246,mean,20.11121387849479,False
wrc_plus,A,M1 JointVAE 5 tools,0.037275937203149395,0,19.059525840084575,False
wrc_plus,A,M1 JointVAE 5 tools,0.037275937203149395,1,20.216161668628224,False
wrc_plus,A,M1 JointVAE 5 tools,0.037275937203149395,2,17.81225149530579,False
wrc_plus,A,M1 JointVAE 5 tools,0.037275937203149395,3,22.956436686260933,False
wrc_plus,A,M1 JointVAE 5 tools,0.037275937203149395,4,20.51161335078649,False
wrc_plus,A,M1 JointVAE 5 tools,0.037275937203149395,mean,20.111197808213202,False
wrc_plus,A,M1 JointVAE 5 tools,0.0517947467923121,0,19.059390218986234,False
wrc_plus,A,M1 JointVAE 5 tools,0.0517947467923121,1,20.215996535368376,False
wrc_plus,A,M1 JointVAE 5 tools,0.0517947467923121,2,17.81239444876194,False
wrc_plus,A,M1 JointVAE 5 tools,0.0517947467923121,3,22.956581099259456,False
wrc_plus,A,M1 JointVAE 5 tools,0.0517947467923121,4,20.511515119606607,False
wrc_plus,A,M1 JointVAE 5 tools,0.0517947467923121,mean,20.111175484396522,False
wrc_plus,A,M1 JointVAE 5 tools,0.07196856730011518,0,19.059201816110427,False
wrc_plus,A,M1 JointVAE 5 tools,0.07196856730011518,1,20.2157671861366,False
wrc_plus,A,M1 JointVAE 5 tools,0.07196856730011518,2,17.812593029259286,False
wrc_plus,A,M1 JointVAE 5 tools,0.07196856730011518,3,22.95678168878668,False
wrc_plus,A,M1 JointVAE 5 tools,0.07196856730011518,4,20.511378663121636,False
wrc_plus,A,M1 JointVAE 5 tools,0.07196856730011518,mean,20.111144476682924,False
wrc_plus,A,M1 JointVAE 5 tools,0.1,0,19.05894011226599,False
wrc_plus,A,M1 JointVAE 5 tools,0.1,1,20.215448704530374,False
wrc_plus,A,M1 JointVAE 5 tools,0.1,2,17.812868854301282,False
wrc_plus,A,M1 JointVAE 5 tools,0.1,3,22.95706026872389,False
wrc_plus,A,M1 JointVAE 5 tools,0.1,4,20.511189125561586,False
wrc_plus,A,M1 JointVAE 5 tools,0.1,mean,20.111101413076625,False
wrc_plus,A,M1 JointVAE 5 tools,0.13894954943731375,0,19.058576632422014,False
wrc_plus,A,M1 JointVAE 5 tools,0.13894954943731375,1,20.21500655789629,False
wrc_plus,A,M1 JointVAE 5 tools,0.13894954943731375,2,17.813251915821844,False
wrc_plus,A,M1 JointVAE 5 tools,0.13894954943731375,3,22.957447087509305,False
wrc_plus,A,M1 JointVAE 5 tools,0.13894954943731375,4,20.510925895379387,False
wrc_plus,A,M1 JointVAE 5 tools,0.13894954943731375,mean,20.111041617805768,False
wrc_plus,A,M1 JointVAE 5 tools,0.19306977288832497,0,19.05807188059978,False
wrc_plus,A,M1 JointVAE 5 tools,0.19306977288832497,1,20.214392933877793,False
wrc_plus,A,M1 JointVAE 5 tools,0.19306977288832497,2,17.813783799809375,False
wrc_plus,A,M1 JointVAE 5 tools,0.19306977288832497,3,22.957984056054826,False
wrc_plus,A,M1 JointVAE 5 tools,0.19306977288832497,4,20.510560391664583,False
wrc_plus,A,M1 JointVAE 5 tools,0.19306977288832497,mean,20.11095861240127,False
wrc_plus,A,M1 JointVAE 5 tools,0.2682695795279725,0,19.057371112037718,False
wrc_plus,A,M1 JointVAE 5 tools,0.2682695795279725,1,20.213541725739166,False
wrc_plus,A,M1 JointVAE 5 tools,0.2682695795279725,2,17.814522120969766,False
wrc_plus,A,M1 JointVAE 5 tools,0.2682695795279725,3,22.958729180023095,False
wrc_plus,A,M1 JointVAE 5 tools,0.2682695795279725,4,20.51005301450592,False
wrc_plus,A,M1 JointVAE 5 tools,0.2682695795279725,mean,20.11084343065513,False
wrc_plus,A,M1 JointVAE 5 tools,0.3727593720314938,0,19.056398518372806,False
wrc_plus,A,M1 JointVAE 5 tools,0.3727593720314938,1,20.212361709473065,False
wrc_plus,A,M1 JointVAE 5 tools,0.3727593720314938,2,17.81554660983582,False
wrc_plus,A,M1 JointVAE 5 tools,0.3727593720314938,3,22.959762617052604,False
wrc_plus,A,M1 JointVAE 5 tools,0.3727593720314938,4,20.509348957695423,False
wrc_plus,A,M1 JointVAE 5 tools,0.3727593720314938,mean,20.110683682485945,False
wrc_plus,A,M1 JointVAE 5 tools,0.5179474679231207,0,19.05504926240405,False
wrc_plus,A,M1 JointVAE 5 tools,0.5179474679231207,1,20.210727340330436,False
wrc_plus,A,M1 JointVAE 5 tools,0.5179474679231207,2,17.816967427477906,False
wrc_plus,A,M1 JointVAE 5 tools,0.5179474679231207,3,22.96119489939989,False
wrc_plus,A,M1 JointVAE 5 tools,0.5179474679231207,4,20.508372486573865,False
wrc_plus,A,M1 JointVAE 5 tools,0.5179474679231207,mean,20.11046228323723,False
wrc_plus,A,M1 JointVAE 5 tools,0.7196856730011514,0,19.05317862893552,False
wrc_plus,A,M1 JointVAE 5 tools,0.7196856730011514,1,20.208466491307384,False
wrc_plus,A,M1 JointVAE 5 tools,0.7196856730011514,2,17.81893644522993,False
wrc_plus,A,M1 JointVAE 5 tools,0.7196856730011514,3,22.963177990149216,False
wrc_plus,A,M1 JointVAE 5 tools,0.7196856730011514,4,20.507019170561325,False
wrc_plus,A,M1 JointVAE 5 tools,0.7196856730011514,mean,20.110155745236675,False
wrc_plus,A,M1 JointVAE 5 tools,1.0,0,19.050587365371584,False
wrc_plus,A,M1 JointVAE 5 tools,1.0,1,20.205344411630406,False
wrc_plus,A,M1 JointVAE 5 tools,1.0,2,17.821662398043934,False
wrc_plus,A,M1 JointVAE 5 tools,1.0,3,22.96591994671054,False
wrc_plus,A,M1 JointVAE 5 tools,1.0,4,20.505145439020406,False
wrc_plus,A,M1 JointVAE 5 tools,1.0,mean,20.109731912155375,False
wrc_plus,A,M1 JointVAE 5 tools,1.3894954943731375,0,19.04700209773959,False
wrc_plus,A,M1 JointVAE 5 tools,1.3894954943731375,1,20.201043304484493,False
wrc_plus,A,M1 JointVAE 5 tools,1.3894954943731375,2,17.825430958416618,False
wrc_plus,A,M1 JointVAE 5 tools,1.3894954943731375,3,22.96970398176651,False
wrc_plus,A,M1 JointVAE 5 tools,1.3894954943731375,4,20.502554728126903,False
wrc_plus,A,M1 JointVAE 5 tools,1.3894954943731375,mean,20.10914701410682,False
wrc_plus,A,M1 JointVAE 5 tools,1.9306977288832496,0,19.04219181195387,False
wrc_plus,A,M1 JointVAE 5 tools,1.9306977288832496,1,20.195137411654414,False
wrc_plus,A,M1 JointVAE 5 tools,1.9306977288832496,2,17.83063079126538,False
wrc_plus,A,M1 JointVAE 5 tools,1.9306977288832496,3,22.97491250487343,False
wrc_plus,A,M1 JointVAE 5 tools,1.9306977288832496,4,20.498979466707823,False
wrc_plus,A,M1 JointVAE 5 tools,1.9306977288832496,mean,20.108370397290983,False
wrc_plus,A,M1 JointVAE 5 tools,2.6826957952797246,0,19.036615719730626,False
wrc_plus,A,M1 JointVAE 5 tools,2.6826957952797246,1,20.187064705535303,False
wrc_plus,A,M1 JointVAE 5 tools,2.6826957952797246,2,17.837786357692078,False
wrc_plus,A,M1 JointVAE 5 tools,2.6826957952797246,3,22.982056051286943,False
wrc_plus,A,M1 JointVAE 5 tools,2.6826957952797246,4,20.4940583320882,False
wrc_plus,A,M1 JointVAE 5 tools,2.6826957952797246,mean,20.10751623326663,False
wrc_plus,A,M1 JointVAE 5 tools,3.727593720314938,0,19.028944209878677,False
wrc_plus,A,M1 JointVAE 5 tools,3.727593720314938,1,20.17609880076676,False
wrc_plus,A,M1 JointVAE 5 tools,3.727593720314938,2,17.84759731303937,False
wrc_plus,A,M1 JointVAE 5 tools,3.727593720314938,3,22.99180544728356,False
wrc_plus,A,M1 JointVAE 5 tools,3.727593720314938,4,20.487308812223855,False
wrc_plus,A,M1 JointVAE 5 tools,3.727593720314938,mean,20.106350916638444,False
wrc_plus,A,M1 JointVAE 5 tools,5.179474679231207,0,19.019736817584626,False
wrc_plus,A,M1 JointVAE 5 tools,5.179474679231207,1,20.16132930318124,False
wrc_plus,A,M1 JointVAE 5 tools,5.179474679231207,2,17.860982269079173,False
wrc_plus,A,M1 JointVAE 5 tools,5.179474679231207,3,23.005022523132116,False
wrc_plus,A,M1 JointVAE 5 tools,5.179474679231207,4,20.47809649495531,False
wrc_plus,A,M1 JointVAE 5 tools,5.179474679231207,mean,20.105033481586492,False
wrc_plus,A,M1 JointVAE 5 tools,7.196856730011514,0,19.009087041881084,False
wrc_plus,A,M1 JointVAE 5 tools,7.196856730011514,1,20.141666300300958,False
wrc_plus,A,M1 JointVAE 5 tools,7.196856730011514,2,17.879120739353574,False
wrc_plus,A,M1 JointVAE 5 tools,7.196856730011514,3,23.022779486659008,False
wrc_plus,A,M1 JointVAE 5 tools,7.196856730011514,4,20.46560517025533,False
wrc_plus,A,M1 JointVAE 5 tools,7.196856730011514,mean,20.10365174768999,False
wrc_plus,A,M1 JointVAE 5 tools,10.0,0,18.99463236580431,False
wrc_plus,A,M1 JointVAE 5 tools,10.0,1,20.12113816701475,False
wrc_plus,A,M1 JointVAE 5 tools,10.0,2,17.90348053604281,False
wrc_plus,A,M1 JointVAE 5 tools,10.0,3,23.046349430433285,False
wrc_plus,A,M1 JointVAE 5 tools,10.0,4,20.449050295825725,False
wrc_plus,A,M1 JointVAE 5 tools,10.0,mean,20.102930159024176,True
wrc_plus,A,M1 JointVAE 5 tools,13.89495494373136,0,18.982847154582462,False
wrc_plus,A,M1 JointVAE 5 tools,13.89495494373136,1,20.09919862308153,False
wrc_plus,A,M1 JointVAE 5 tools,13.89495494373136,2,17.935808668582016,False
wrc_plus,A,M1 JointVAE 5 tools,13.89495494373136,3,23.077141679829435,False
wrc_plus,A,M1 JointVAE 5 tools,13.89495494373136,4,20.427324493822024,False
wrc_plus,A,M1 JointVAE 5 tools,13.89495494373136,mean,20.104464123979493,False
wrc_plus,A,M1 JointVAE 5 tools,19.306977288832496,0,18.966925664910313,False
wrc_plus,A,M1 JointVAE 5 tools,19.306977288832496,1,20.07679978144595,False
wrc_plus,A,M1 JointVAE 5 tools,19.306977288832496,2,17.978053908545228,False
wrc_plus,A,M1 JointVAE 5 tools,19.306977288832496,3,23.116550804683673,False
wrc_plus,A,M1 JointVAE 5 tools,19.306977288832496,4,20.398814796709022,False
wrc_plus,A,M1 JointVAE 5 tools,19.306977288832496,mean,20.107428991258836,False
wrc_plus,A,M1 JointVAE 5 tools,26.82695795279722,0,18.945352475308013,False
wrc_plus,A,M1 JointVAE 5 tools,26.82695795279722,1,20.050252543578004,False
wrc_plus,A,M1 JointVAE 5 tools,26.82695795279722,2,18.03218466555601,False
wrc_plus,A,M1 JointVAE 5 tools,26.82695795279722,3,23.165697718301818,False
wrc_plus,A,M1 JointVAE 5 tools,26.82695795279722,4,20.386251045603597,False
wrc_plus,A,M1 JointVAE 5 tools,26.82695795279722,mean,20.11594768966949,False
wrc_plus,A,M1 JointVAE 5 tools,37.27593720314938,0,18.916415117577113,False
wrc_plus,A,M1 JointVAE 5 tools,37.27593720314938,1,20.020429861958462,False
wrc_plus,A,M1 JointVAE 5 tools,37.27593720314938,2,18.099877464232335,False
wrc_plus,A,M1 JointVAE 5 tools,37.27593720314938,3,23.22507918225804,False
wrc_plus,A,M1 JointVAE 5 tools,37.27593720314938,4,20.37973591729261,False
wrc_plus,A,M1 JointVAE 5 tools,37.27593720314938,mean,20.128307508663713,False
wrc_plus,A,M1 JointVAE 5 tools,51.794746792312125,0,18.878132952880968,False
wrc_plus,A,M1 JointVAE 5 tools,51.794746792312125,1,20.005874075786306,False
wrc_plus,A,M1 JointVAE 5 tools,51.794746792312125,2,18.18209014009512,False
wrc_plus,A,M1 JointVAE 5 tools,51.794746792312125,3,23.31797454703719,False
wrc_plus,A,M1 JointVAE 5 tools,51.794746792312125,4,20.385219033071966,False
wrc_plus,A,M1 JointVAE 5 tools,51.794746792312125,mean,20.153858149774308,False
wrc_plus,A,M1 JointVAE 5 tools,71.96856730011514,0,18.82841794910632,False
wrc_plus,A,M1 JointVAE 5 tools,71.96856730011514,1,20.024300402714697,False
wrc_plus,A,M1 JointVAE 5 tools,71.96856730011514,2,18.278598359049262,False
wrc_plus,A,M1 JointVAE 5 tools,71.96856730011514,3,23.433130032179363,False
wrc_plus,A,M1 JointVAE 5 tools,71.96856730011514,4,20.40523700734903,False
wrc_plus,A,M1 JointVAE 5 tools,71.96856730011514,mean,20.193936750079736,False
wrc_plus,A,M1 JointVAE 5 tools,100.0,0,18.765394746545542,False
wrc_plus,A,M1 JointVAE 5 tools,100.0,1,20.09204663944656,False
wrc_plus,A,M1 JointVAE 5 tools,100.0,2,18.387636935050892,False
wrc_plus,A,M1 JointVAE 5 tools,100.0,3,23.56141692383849,False
wrc_plus,A,M1 JointVAE 5 tools,100.0,4,20.427567631470346,False
wrc_plus,A,M1 JointVAE 5 tools,100.0,mean,20.246812575270365,False
wrc_plus,A,M1 JointVAE 5 tools,138.9495494373136,0,18.69103937550348,False
wrc_plus,A,M1 JointVAE 5 tools,138.9495494373136,1,20.238584002600167,False
wrc_plus,A,M1 JointVAE 5 tools,138.9495494373136,2,18.51105443582337,False
wrc_plus,A,M1 JointVAE 5 tools,138.9495494373136,3,23.716507941126196,False
wrc_plus,A,M1 JointVAE 5 tools,138.9495494373136,4,20.539056583639475,False
wrc_plus,A,M1 JointVAE 5 tools,138.9495494373136,mean,20.339248467738535,False
wrc_plus,A,M1 JointVAE 5 tools,193.06977288832496,0,18.645512590997885,False
wrc_plus,A,M1 JointVAE 5 tools,193.06977288832496,1,20.403990053827755,False
wrc_plus,A,M1 JointVAE 5 tools,193.06977288832496,2,18.670011860913284,False
wrc_plus,A,M1 JointVAE 5 tools,193.06977288832496,3,23.907478228411943,False
wrc_plus,A,M1 JointVAE 5 tools,193.06977288832496,4,20.688881127837572,False
wrc_plus,A,M1 JointVAE 5 tools,193.06977288832496,mean,20.463174772397686,False
wrc_plus,A,M1 JointVAE 5 tools,268.26957952797216,0,18.647135183338964,False
wrc_plus,A,M1 JointVAE 5 tools,268.26957952797216,1,20.5728619130666,False
wrc_plus,A,M1 JointVAE 5 tools,268.26957952797216,2,18.83276274598684,False
wrc_plus,A,M1 JointVAE 5 tools,268.26957952797216,3,24.09521824469211,False
wrc_plus,A,M1 JointVAE 5 tools,268.26957952797216,4,20.89959429635478,False
wrc_plus,A,M1 JointVAE 5 tools,268.26957952797216,mean,20.609514476687856,False
wrc_plus,A,M1 JointVAE 5 tools,372.7593720314938,0,18.6512801206893,False
wrc_plus,A,M1 JointVAE 5 tools,372.7593720314938,1,20.74474357403924,False
wrc_plus,A,M1 JointVAE 5 tools,372.7593720314938,2,19.020337573841594,False
wrc_plus,A,M1 JointVAE 5 tools,372.7593720314938,3,24.277432196281158,False
wrc_plus,A,M1 JointVAE 5 tools,372.7593720314938,4,21.17846715300358,False
wrc_plus,A,M1 JointVAE 5 tools,372.7593720314938,mean,20.774452123570974,False
wrc_plus,A,M1 JointVAE 5 tools,517.9474679231203,0,18.67773751072197,False
wrc_plus,A,M1 JointVAE 5 tools,517.9474679231203,1,20.924325220309584,False
wrc_plus,A,M1 JointVAE 5 tools,517.9474679231203,2,19.280617633476993,False
wrc_plus,A,M1 JointVAE 5 tools,517.9474679231203,3,24.458913124773854,False
wrc_plus,A,M1 JointVAE 5 tools,517.9474679231203,4,21.549739050808295,False
wrc_plus,A,M1 JointVAE 5 tools,517.9474679231203,mean,20.97826650801814,False
wrc_plus,A,M1 JointVAE 5 tools,719.6856730011514,0,18.7439263646068,False
wrc_plus,A,M1 JointVAE 5 tools,719.6856730011514,1,21.090340356474993,False
wrc_plus,A,M1 JointVAE 5 tools,719.6856730011514,2,19.51572516366672,False
wrc_plus,A,M1 JointVAE 5 tools,719.6856730011514,3,24.64757088066908,False
wrc_plus,A,M1 JointVAE 5 tools,719.6856730011514,4,21.90662694584467,False
wrc_plus,A,M1 JointVAE 5 tools,719.6856730011514,mean,21.180837942252452,False
wrc_plus,A,M1 JointVAE 5 tools,1000.0,0,18.85133519988082,False
wrc_plus,A,M1 JointVAE 5 tools,1000.0,1,21.248601256830003,False
wrc_plus,A,M1 JointVAE 5 tools,1000.0,2,19.723872669111547,False
wrc_plus,A,M1 JointVAE 5 tools,1000.0,3,24.880531477257534,False
wrc_plus,A,M1 JointVAE 5 tools,1000.0,4,22.264382433009725,False
wrc_plus,A,M1 JointVAE 5 tools,1000.0,mean,21.393744607217926,False
wrc_plus,A,M1 JointVAE 5 tools,1389.495494373136,0,18.957497794043856,False
wrc_plus,A,M1 JointVAE 5 tools,1389.495494373136,1,21.441004786935572,False
wrc_plus,A,M1 JointVAE 5 tools,1389.495494373136,2,19.925432279144456,False
wrc_plus,A,M1 JointVAE 5 tools,1389.495494373136,3,25.07519831976086,False
wrc_plus,A,M1 JointVAE 5 tools,1389.495494373136,4,22.618732176010308,False
wrc_plus,A,M1 JointVAE 5 tools,1389.495494373136,mean,21.60357307117901,False
wrc_plus,A,M1 JointVAE 5 tools,1930.6977288832495,0,19.05215679447661,False
wrc_plus,A,M1 JointVAE 5 tools,1930.6977288832495,1,21.630950310004028,False
wrc_plus,A,M1 JointVAE 5 tools,1930.6977288832495,2,20.09488888318154,False
wrc_plus,A,M1 JointVAE 5 tools,1930.6977288832495,3,25.24233243287586,False
wrc_plus,A,M1 JointVAE 5 tools,1930.6977288832495,4,22.920582897050792,False
wrc_plus,A,M1 JointVAE 5 tools,1930.6977288832495,mean,21.788182263517765,False
wrc_plus,A,M1 JointVAE 5 tools,2682.695795279722,0,19.13181352298917,False
wrc_plus,A,M1 JointVAE 5 tools,2682.695795279722,1,21.783553932722665,False
wrc_plus,A,M1 JointVAE 5 tools,2682.695795279722,2,20.232824412639694,False
wrc_plus,A,M1 JointVAE 5 tools,2682.695795279722,3,25.382264524627168,False
wrc_plus,A,M1 JointVAE 5 tools,2682.695795279722,4,23.161443457440576,False
wrc_plus,A,M1 JointVAE 5 tools,2682.695795279722,mean,21.938379970083854,False
wrc_plus,A,M1 JointVAE 5 tools,3727.593720314938,0,19.21102299926423,False
wrc_plus,A,M1 JointVAE 5 tools,3727.593720314938,1,21.909777271328043,False
wrc_plus,A,M1 JointVAE 5 tools,3727.593720314938,2,20.353799931398896,False
wrc_plus,A,M1 JointVAE 5 tools,3727.593720314938,3,25.49069387249459,False
wrc_plus,A,M1 JointVAE 5 tools,3727.593720314938,4,23.349019031235375,False
wrc_plus,A,M1 JointVAE 5 tools,3727.593720314938,mean,22.062862621144227,False
wrc_plus,A,M1 JointVAE 5 tools,5179.474679231202,0,19.271681212718487,False
wrc_plus,A,M1 JointVAE 5 tools,5179.474679231202,1,22.008158213829915,False
wrc_plus,A,M1 JointVAE 5 tools,5179.474679231202,2,20.4561564341135,False
wrc_plus,A,M1 JointVAE 5 tools,5179.474679231202,3,25.573198793530267,False
wrc_plus,A,M1 JointVAE 5 tools,5179.474679231202,4,23.492284595380934,False
wrc_plus,A,M1 JointVAE 5 tools,5179.474679231202,mean,22.160295849914622,False
wrc_plus,A,M1 JointVAE 5 tools,7196.856730011514,0,19.31739558219624,False
wrc_plus,A,M1 JointVAE 5 tools,7196.856730011514,1,22.082341926482144,False
wrc_plus,A,M1 JointVAE 5 tools,7196.856730011514,2,20.533255788334568,False
wrc_plus,A,M1 JointVAE 5 tools,7196.856730011514,3,25.635093239359726,False
wrc_plus,A,M1 JointVAE 5 tools,7196.856730011514,4,23.600060903544016,False
wrc_plus,A,M1 JointVAE 5 tools,7196.856730011514,mean,22.23362948798334,False
wrc_plus,A,M1 JointVAE 5 tools,10000.0,0,19.35143167643311,False
wrc_plus,A,M1 JointVAE 5 tools,10000.0,1,22.137601778136574,False
wrc_plus,A,M1 JointVAE 5 tools,10000.0,2,20.59557440363555,False
wrc_plus,A,M1 JointVAE 5 tools,10000.0,3,25.68102489303169,False
wrc_plus,A,M1 JointVAE 5 tools,10000.0,4,23.680205295380517,False
wrc_plus,A,M1 JointVAE 5 tools,10000.0,mean,22.28916760932349,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.001,0,18.293138648073754,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.001,1,19.302267368295126,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.001,2,18.794640928433807,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.001,3,22.352430655131872,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.001,4,20.461210633051685,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.001,mean,19.84073764659725,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0013894954943731374,0,18.293134944980217,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0013894954943731374,1,19.302263144442257,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0013894954943731374,2,18.79464079457996,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0013894954943731374,3,22.352434260392204,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0013894954943731374,4,20.46120693344245,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0013894954943731374,mean,19.84073601556742,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0019306977288832496,0,18.293129799587174,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0019306977288832496,1,19.30225727549623,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0019306977288832496,2,18.794640608550438,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0019306977288832496,3,22.35243926984161,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0019306977288832496,4,20.461201792902386,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0019306977288832496,mean,19.840733749275568,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0026826957952797246,0,18.29312265016149,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0026826957952797246,1,19.30224912077372,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0026826957952797246,2,18.794640349985603,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0026826957952797246,3,22.352446230364873,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0026826957952797246,4,20.46119465024223,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0026826957952797246,mean,19.840730600305584,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.003727593720314938,0,18.29311271621107,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.003727593720314938,1,19.30223779011615,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.003727593720314938,2,18.79463999056105,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.003727593720314938,3,22.35245590181814,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.003727593720314938,4,20.461184725735595,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.003727593720314938,mean,19.840726224888403,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.005179474679231213,0,18.293098913310434,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.005179474679231213,1,19.302222046783424,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.005179474679231213,2,18.79463949085287,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.005179474679231213,3,22.35246933994529,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.005179474679231213,4,20.46117093604026,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.005179474679231213,mean,19.840720145386456,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0071968567300115215,0,18.293079734780257,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0071968567300115215,1,19.30220017258414,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0071968567300115215,2,18.79463879595195,False
wrc_plus,A,M1 JointVAE 5 tools + age + PA,0.0071968567300115215,3,22.352488011557014,False
