target,alpha_grid,fold,candidate,baseline,n_test,sign,improvement_mae,ci_low,ci_high,excludes_zero,bootstrap_unit,n_boot,direction,positive_means_candidate_better
wrc_plus,wide_logspace_-3_4_50,C,M1 B2V 5 tools,M0 scalar baseline,358,candidate better,1.2059424429104872,0.41181361148536233,2.0186215656595388,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,wide_logspace_-3_4_50,C,M1 B2V 5 tools,M2 constituent stats,358,baseline better,-0.2808824506011973,-0.8765612506170758,0.28835318194033177,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,wide_logspace_-3_4_50,C,M2 constituent stats,M0 scalar baseline,358,candidate better,1.4868248935116846,0.4635703720373754,2.468684632745303,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,wide_logspace_-3_4_50,C,M4 B2V + age + PA,M3 scalar + age + PA,358,candidate better,1.1337367389100557,0.40418562042026923,1.841893552866321,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,wide_logspace_-3_4_50,C,M4 B2V + age + PA,M5 constituents + age + PA,358,baseline better,-0.2858973327838825,-0.6578548493479147,0.09922777439606571,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,wide_logspace_-3_4_50,pooled,M1 B2V 5 tools,M0 scalar baseline,1063,candidate better,1.170920335348729,0.7060202307890424,1.6305628011839624,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,wide_logspace_-3_4_50,pooled,M1 B2V 5 tools,M2 constituent stats,1063,baseline better,-0.14531019437145787,-0.3793502186387062,0.08539101834263743,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,wide_logspace_-3_4_50,pooled,M2 constituent stats,M0 scalar baseline,1063,candidate better,1.3162305297201868,0.7722048386382191,1.836099317309172,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,wide_logspace_-3_4_50,pooled,M4 B2V + age + PA,M3 scalar + age + PA,1063,candidate better,1.1032032672735248,0.6850413989105885,1.5143660535723316,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,wide_logspace_-3_4_50,pooled,M4 B2V + age + PA,M5 constituents + age + PA,1063,baseline better,-0.15947773147572875,-0.3513117746334899,0.0256764979611679,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,A,M1 B2V 5 tools,M0 scalar baseline,350,candidate better,0.7273381792892266,0.020165687955005576,1.4403422796863663,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,A,M1 B2V 5 tools,M2 constituent stats,350,candidate better,0.15402630210808965,-0.1790380165659588,0.49346932383332826,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,A,M2 constituent stats,M0 scalar baseline,350,candidate better,0.573311877181137,-0.262527246455267,1.4246773571572502,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,A,M4 B2V + age + PA,M3 scalar + age + PA,350,candidate better,0.6155033601539479,-0.009553676415947883,1.2501373809237764,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,A,M4 B2V + age + PA,M5 constituents + age + PA,350,candidate better,0.24883277019519667,-0.10546889684238873,0.6190868858958203,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,B,M1 B2V 5 tools,M0 scalar baseline,355,candidate better,1.5748764866256195,0.7884470884014175,2.4130121733317265,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,B,M1 B2V 5 tools,M2 constituent stats,355,baseline better,-0.294792947520655,-0.5922001651868979,-0.024952667557174117,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,B,M2 constituent stats,M0 scalar baseline,355,candidate better,1.8696694341462745,1.0557115494870208,2.7219024111134957,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,B,M4 B2V + age + PA,M3 scalar + age + PA,355,candidate better,1.5390397698259122,0.8757925862445549,2.244744996647051,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,B,M4 B2V + age + PA,M5 constituents + age + PA,355,baseline better,-0.44922210130000195,-0.7061108173861512,-0.20239038611096316,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,C,M1 B2V 5 tools,M0 scalar baseline,358,candidate better,1.1928206234660799,0.40262246479843516,2.012344090952605,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,C,M1 B2V 5 tools,M2 constituent stats,358,baseline better,-0.25187033072444365,-0.8438396944761731,0.3208500788815856,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,C,M2 constituent stats,M0 scalar baseline,358,candidate better,1.4446909541905235,0.4233714418552685,2.438560402675334,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,C,M4 B2V + age + PA,M3 scalar + age + PA,358,candidate better,1.1540251750320571,0.4040594111933138,1.8804095147815652,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,C,M4 B2V + age + PA,M5 constituents + age + PA,358,baseline better,-0.26560889666188103,-0.6457524091895659,0.11722349855658001,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,pooled,M1 B2V 5 tools,M0 scalar baseline,1063,candidate better,1.167148916937144,0.7053057009427881,1.6285137013235564,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,pooled,M1 B2V 5 tools,M2 constituent stats,1063,baseline better,-0.13256055412168877,-0.37769221199030845,0.10733366562010649,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,pooled,M2 constituent stats,M0 scalar baseline,1063,candidate better,1.2997094710588328,0.7440749404811192,1.8307475376084865,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,pooled,M4 B2V + age + PA,M3 scalar + age + PA,1063,candidate better,1.1052928570118148,0.6828004451090277,1.5195494747982363,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
wrc_plus,archived_6_value,pooled,M4 B2V + age + PA,M5 constituents + age + PA,1063,baseline better,-0.15754502483361676,-0.3449705247150484,0.026967611369358498,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,A,M1 B2V 5 tools,M0 scalar baseline,350,baseline better,-0.06531993611311693,-0.11504012799897508,-0.01631940159592986,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,A,M1 B2V 5 tools,M2 constituent stats,350,baseline better,-0.019733531080788236,-0.03791162015967791,-0.0018846413652129931,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,A,M2 constituent stats,M0 scalar baseline,350,baseline better,-0.04558640503232869,-0.09366451766391154,0.0035101419744665535,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,A,M4 B2V + age + PA,M3 scalar + age + PA,350,baseline better,-0.03328644175327966,-0.07368569938810583,0.005933939244791176,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,A,M4 B2V + age + PA,M5 constituents + age + PA,350,candidate better,0.009804190677957125,-0.014213723636105862,0.034180747758252944,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,B,M1 B2V 5 tools,M0 scalar baseline,355,baseline better,-0.030890655324714578,-0.08435334956121364,0.01894490356522666,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,B,M1 B2V 5 tools,M2 constituent stats,355,baseline better,-0.06834816589973847,-0.1169367205296556,-0.021216301420025795,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,B,M2 constituent stats,M0 scalar baseline,355,candidate better,0.03745751057502389,-0.023679046472792897,0.09669433000449765,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,B,M4 B2V + age + PA,M3 scalar + age + PA,355,baseline better,-0.009623690245736727,-0.04755307603907672,0.024511837217314657,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,B,M4 B2V + age + PA,M5 constituents + age + PA,355,baseline better,-0.04280165672825231,-0.06975068771634078,-0.01689125604368063,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,C,M1 B2V 5 tools,M0 scalar baseline,358,baseline better,-0.0465183738687267,-0.1003739374018619,0.008499931628570602,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,C,M1 B2V 5 tools,M2 constituent stats,358,baseline better,-0.046258725336398854,-0.09760286670370738,0.004729190781570382,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,C,M2 constituent stats,M0 scalar baseline,358,baseline better,-0.0002596485323278497,-0.05839123166756503,0.06103764384579285,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,C,M4 B2V + age + PA,M3 scalar + age + PA,358,baseline better,-0.016054864301212612,-0.057361352883939315,0.02471963425452121,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,C,M4 B2V + age + PA,M5 constituents + age + PA,358,baseline better,-0.04385217235672334,-0.0886802872625292,-0.0028406339994558267,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,pooled,M1 B2V 5 tools,M0 scalar baseline,1063,baseline better,-0.04748987594061038,-0.08035829682990692,-0.015813949685577377,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,pooled,M1 B2V 5 tools,M2 constituent stats,1063,baseline better,-0.04490212459370979,-0.06982004986274853,-0.020775950004071665,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,pooled,M2 constituent stats,M0 scalar baseline,1063,baseline better,-0.002587751346900591,-0.03611056177991293,0.0315839787710109,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,pooled,M4 B2V + age + PA,M3 scalar + age + PA,1063,baseline better,-0.01958072066859695,-0.043080331220715126,0.0026893129861185264,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,wide_logspace_-3_4_50,pooled,M4 B2V + age + PA,M5 constituents + age + PA,1063,baseline better,-0.02583461816082,-0.04525784799474207,-0.006243325313383887,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,A,M1 B2V 5 tools,M0 scalar baseline,350,baseline better,-0.0626549400174119,-0.11127486954147466,-0.014135367234778798,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,A,M1 B2V 5 tools,M2 constituent stats,350,baseline better,-0.019290168403838237,-0.039577216679307706,0.001406120338962807,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,A,M2 constituent stats,M0 scalar baseline,350,baseline better,-0.04336477161357366,-0.09099649070759969,0.004913760730684178,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,A,M4 B2V + age + PA,M3 scalar + age + PA,350,baseline better,-0.03419683494908976,-0.07540735715439748,0.005149032494669306,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,A,M4 B2V + age + PA,M5 constituents + age + PA,350,candidate better,0.012762546277647724,-0.009386191095787427,0.0344398928063705,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,B,M1 B2V 5 tools,M0 scalar baseline,355,baseline better,-0.03073838491462899,-0.0847234403259689,0.01805931132491849,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,B,M1 B2V 5 tools,M2 constituent stats,355,baseline better,-0.06813139596299211,-0.11616908249849536,-0.020984543480107597,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,B,M2 constituent stats,M0 scalar baseline,355,candidate better,0.03739301104836312,-0.023785559158567088,0.09649267387888032,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,B,M4 B2V + age + PA,M3 scalar + age + PA,355,baseline better,-0.013360811638889691,-0.051921019090559344,0.02206357964198552,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,B,M4 B2V + age + PA,M5 constituents + age + PA,355,baseline better,-0.07153059997674083,-0.1088131263919685,-0.03472057243512582,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,C,M1 B2V 5 tools,M0 scalar baseline,358,baseline better,-0.04897916329156682,-0.10254117100384437,0.006222215936114774,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,C,M1 B2V 5 tools,M2 constituent stats,358,baseline better,-0.04887205275917661,-0.09947811018089908,0.0009457865786023289,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,C,M2 constituent stats,M0 scalar baseline,358,baseline better,-0.00010711053239020885,-0.05819982210104559,0.06123634372468974,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,C,M4 B2V + age + PA,M3 scalar + age + PA,358,baseline better,-0.01594377627874688,-0.05757920888211111,0.02414071383596094,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,C,M4 B2V + age + PA,M5 constituents + age + PA,358,baseline better,-0.04366312463243194,-0.08801827005516868,-0.0025842913542348084,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,pooled,M1 B2V 5 tools,M0 scalar baseline,1063,baseline better,-0.04739030678190814,-0.07935015820537102,-0.016586270837215415,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,pooled,M1 B2V 5 tools,M2 constituent stats,1063,baseline better,-0.04556387525493011,-0.07087269598184662,-0.02089687635039121,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,pooled,M2 constituent stats,M0 scalar baseline,1063,baseline better,-0.001826431526978034,-0.035495142924473665,0.03200263545926302,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,pooled,M4 B2V + age + PA,M3 scalar + age + PA,1063,baseline better,-0.02109111220298998,-0.04537102324782243,0.0013951132755932252,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,archived_6_value,pooled,M4 B2V + age + PA,M5 constituents + age + PA,1063,baseline better,-0.0343912233424053,-0.05568039362793313,-0.013397729675562593,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,A,M1 B2V 5 tools,M0 scalar baseline,350,candidate better,0.03915740244881705,-0.013068610689854316,0.08963441930991457,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,A,M1 B2V 5 tools,M2 constituent stats,350,baseline better,-0.0029168121264881997,-0.02832271454355373,0.022826367816226188,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,A,M2 constituent stats,M0 scalar baseline,350,candidate better,0.04207421457530525,-0.013304322527260364,0.09680935234325878,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,A,M4 B2V + age + PA,M3 scalar + age + PA,350,candidate better,0.005525725904294454,-0.040871171942016726,0.05194774626207882,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,A,M4 B2V + age + PA,M5 constituents + age + PA,350,candidate better,0.02616632154662457,-0.0027876802359510953,0.054602703871780345,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,B,M1 B2V 5 tools,M0 scalar baseline,355,candidate better,0.06349802960091955,0.008962402574587369,0.12011969260424196,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,B,M1 B2V 5 tools,M2 constituent stats,355,baseline better,-0.07072293567931953,-0.12501704570131703,-0.016137804515730655,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,B,M2 constituent stats,M0 scalar baseline,355,candidate better,0.13422096528023908,0.055390624615852,0.21851160350698295,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,B,M4 B2V + age + PA,M3 scalar + age + PA,355,candidate better,0.06249674059729915,0.01316247633335212,0.11099763674455156,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,B,M4 B2V + age + PA,M5 constituents + age + PA,355,baseline better,-0.04604760343198988,-0.07353656152077187,-0.019068652415575107,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,C,M1 B2V 5 tools,M0 scalar baseline,358,candidate better,0.03453705528545448,-0.02405857026694409,0.09146744397540053,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,C,M1 B2V 5 tools,M2 constituent stats,358,baseline better,-0.016830736322251516,-0.07428559648294135,0.041182942921318265,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,C,M2 constituent stats,M0 scalar baseline,358,candidate better,0.05136779160770599,-0.03118914087518853,0.12915596821904154,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,C,M4 B2V + age + PA,M3 scalar + age + PA,358,candidate better,0.021394438150858175,-0.03187684477885805,0.07396006824884567,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,C,M4 B2V + age + PA,M5 constituents + age + PA,358,baseline better,-0.01721369533174255,-0.069144533257574,0.03495523087244912,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,pooled,M1 B2V 5 tools,M0 scalar baseline,1063,candidate better,0.045730157250804426,0.013183064151162448,0.07681452599240954,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,pooled,M1 B2V 5 tools,M2 constituent stats,1063,baseline better,-0.03024734714373989,-0.060119613317638765,-0.002204818464148665,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,pooled,M2 constituent stats,M0 scalar baseline,1063,candidate better,0.07597750439454432,0.03188541087822374,0.11922217644493711,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,pooled,M4 B2V + age + PA,M3 scalar + age + PA,1063,candidate better,0.02989610144548638,0.001411218638032169,0.05828377912501288,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,wide_logspace_-3_4_50,pooled,M4 B2V + age + PA,M5 constituents + age + PA,1063,baseline better,-0.012559914963124585,-0.03484834928326202,0.009738318321947333,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,A,M1 B2V 5 tools,M0 scalar baseline,350,candidate better,0.03915809118172797,-0.013066219952488505,0.08963411497948631,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,A,M1 B2V 5 tools,M2 constituent stats,350,baseline better,-0.0029175567884229814,-0.028322196987872156,0.02282712853614492,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,A,M2 constituent stats,M0 scalar baseline,350,candidate better,0.04207564797015095,-0.013302082319415464,0.09681095833885266,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,A,M4 B2V + age + PA,M3 scalar + age + PA,350,candidate better,0.005527265645687063,-0.040868647001421295,0.05194985906920472,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,A,M4 B2V + age + PA,M5 constituents + age + PA,350,candidate better,0.025381606007880864,-0.0006374555130756632,0.0515628574409858,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,B,M1 B2V 5 tools,M0 scalar baseline,355,candidate better,0.06323159488013741,0.008405692238367101,0.11982193659474458,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,B,M1 B2V 5 tools,M2 constituent stats,355,baseline better,-0.07332530578214125,-0.12904192970319053,-0.016982721021576167,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,B,M2 constituent stats,M0 scalar baseline,355,candidate better,0.13655690066227866,0.056945526752966144,0.22244333680613526,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,B,M4 B2V + age + PA,M3 scalar + age + PA,355,candidate better,0.06249455950044469,0.013158951509639217,0.11099634588365268,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,B,M4 B2V + age + PA,M5 constituents + age + PA,355,baseline better,-0.04137936313179846,-0.06436626050543584,-0.017509184377793526,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,C,M1 B2V 5 tools,M0 scalar baseline,358,candidate better,0.03464213540044314,-0.025985581648851935,0.09324483076798501,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,C,M1 B2V 5 tools,M2 constituent stats,358,baseline better,-0.016977412348937237,-0.07449721795521029,0.04121179677784537,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,C,M2 constituent stats,M0 scalar baseline,358,candidate better,0.05161954774938038,-0.030921679998105616,0.12933882276088193,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,C,M4 B2V + age + PA,M3 scalar + age + PA,358,candidate better,0.022342080864351077,-0.03108869141849962,0.07412062766465422,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,C,M4 B2V + age + PA,M5 constituents + age + PA,358,baseline better,-0.017317696308479347,-0.06920302076921446,0.03469949946458019,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,pooled,M1 B2V 5 tools,M0 scalar baseline,1063,candidate better,0.04567679451496898,0.012095592215945283,0.0775446878037314,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,pooled,M1 B2V 5 tools,M2 constituent stats,1063,baseline better,-0.031166079068229102,-0.06160770112372175,-0.0029396305144533167,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,pooled,M2 constituent stats,M0 scalar baseline,1063,candidate better,0.07684287358319808,0.0324791007644636,0.12018430510728696,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,pooled,M4 B2V + age + PA,M3 scalar + age + PA,1063,candidate better,0.030215029678350325,0.0017073715378896294,0.05822115969477444,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,archived_6_value,pooled,M4 B2V + age + PA,M5 constituents + age + PA,1063,baseline better,-0.011294305820757744,-0.03288741737259142,0.010046251907771612,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
