scale_variant,pair_type,n_pairs,n_unique_focal_players,n_unique_comparison_players,median,q1,q3,ci_low,ci_high
old,same_player_adjacent,1414,567,567,0.7135531593258322,0.5410517276699734,0.9041901219746369,0.6963658655807019,0.7261642950757156
old,scalar_matched,2080,802,709,1.0040828538654427,0.7455753402136865,1.2894454164464455,0.9801888241089561,1.0250818847534897
old,random_same_season_pa_stratum,2080,802,681,1.1884169383225518,0.8917286081677771,1.5316309441976401,1.1606535108980092,1.2101737654491451
new,same_player_adjacent,1414,567,567,0.7214754454845906,0.5497126162281519,0.9098552267130786,0.7067443908114948,0.7358583554217203
new,scalar_matched,2080,802,709,1.018676448281147,0.7533658942281722,1.3051527816570891,0.9944349405444795,1.0410379416593412
new,random_same_season_pa_stratum,2080,802,681,1.2079474588534667,0.904732222584872,1.5492479939930552,1.177331681575063,1.230245819028552
