player_id,Name,Name_t,Season_t,PA_t,WAR_t,wRC+_t,OPS_t,age_t_t,birth_year_t,source_row_t,ZScore_Contact_t,ZScore_Power_t,ZScore_Discipline_t,ZScore_Defense_t,ZScore_Speed_t,safe_ZScore_Contact_t,safe_ZScore_Power_t,safe_ZScore_Discipline_t,safe_ZScore_Defense_t,safe_ZScore_Speed_t,Name_t1,Season_t1,PA_t1,WAR_t1,wRC+_t1,OPS_t1,age_t_t1,birth_year_t1,source_row_t1,ZScore_Contact_t1,ZScore_Power_t1,ZScore_Discipline_t1,ZScore_Defense_t1,ZScore_Speed_t1,safe_ZScore_Contact_t1,safe_ZScore_Power_t1,safe_ZScore_Discipline_t1,safe_ZScore_Defense_t1,safe_ZScore_Speed_t1
fg:10472,Enrique Hernandez,Enrique Hernandez,2021,585,3.6,109,0.786,30.0,1991.0,53,53.71623150707821,45.762858178596105,48.37242253595432,51.87760674262947,45.96040914060208,0.49472571084872974,0.4479054005858934,0.8220852456110329,1.2197289133424032,0.6598879095767044,Enrique Hernandez,2022,402,0.3,74,0.629,31.0,1991.0,767,50.58227420005449,38.56785030746177,44.86238828423019,44.21297023512325,39.58480494721408,0.09149305690568336,-0.4722035289668275,0.3501950318597738,-0.03582384061043212,-0.20569140074184433
fg:10556,Cesar Hernandez,Cesar Hernandez,2021,637,1.5,91,0.694,31.0,1990.0,173,52.401867904137056,39.1521322630045,44.80492524796077,43.613009912856704,40.076547991581286,0.3223012083165285,-0.3946211677136074,0.3477945577373416,-0.136862549937153,-0.13805621080375552,Cesar Hernandez,2022,617,0.5,81,0.629,32.0,1990.0,745,55.66555190620184,31.11218230911632,44.0061031340818,41.43600230916556,40.45326654064391,0.7598449643572134,-1.4353600254904972,0.23665855562958873,-0.48516827218775266,-0.08918587847502066
fg:10681,Gio Urshela,Gio Urshela,2021,442,1.2,97,0.72,30.0,1991.0,198,51.03437069501028,42.94426906184287,30.184610271888296,43.27900797779338,32.44137508393197,0.14290638524760793,0.08868067302858573,-1.595943218958054,-0.1916872659104088,-1.1735057524301529,Gio Urshela,2022,551,2.6,118,0.767,31.0,1991.0,544,59.24847307173063,42.73580253163852,37.35108072890028,42.80236404682034,32.85575192274818,1.230929239830439,0.06623115761081866,-0.6457435191772635,-0.2640756795811069,-1.1084047077061714
fg:10762,Corey Dickerson,Corey Dickerson,2021,365,0.8,97,0.734,32.0,1989.0,240,53.91239854415532,37.33531435200293,34.22742461741714,43.443041632164224,39.95846118885887,0.5204598408151625,-0.6261717386079441,-1.0584602043697138,-0.16476197726131217,-0.15407063866675172,Corey Dickerson,2022,297,0.6,96,0.698,33.0,1989.0,718,55.427516913757024,39.75578471375797,29.36061339748148,44.074010334883,38.57354835479655,0.7285480039239263,-0.31874085585395734,-1.705214776017909,-0.05830910477276961,-0.3413531022341079
fg:10815,Jurickson Profar,Jurickson Profar,2021,412,-0.3,87,0.649,28.0,1993.0,387,55.269996347748446,30.62288615623088,52.8812552704033,35.72282996910782,41.5359645414797,0.6985560125286401,-1.4816601017546,1.421524349973174,-1.4319953889486847,0.05986362885309626,Jurickson Profar,2022,658,2.5,110,0.723,29.0,1993.0,552,57.84955021325099,39.20270184954646,53.48610850440506,43.056387969976,39.51769952030856,1.0469981593561766,-0.39019057087606573,1.4936304933108688,-0.22297177114541333,-0.2146937019002519
fg:10950,Adam Duvall,Adam Duvall,2021,555,2.3,101,0.772,33.0,1988.0,108,43.34489025100467,53.320123684919736,34.23746353788416,53.41612689816296,36.48683977557997,-0.865836429390508,1.4110669435192962,-1.0571255526210395,1.4722691584468524,-0.6248771082201358,Adam Duvall,2022,315,0.8,88,0.677,34.0,1988.0,697,41.48733045858782,45.77192379495311,36.18477326254415,47.6642020388217,40.78173407204789,-1.1043147169687513,0.45845086477106883,-0.8003864438012418,0.522624018501815,-0.04512142981842372
fg:11038,Kevin Kiermaier,Kevin Kiermaier,2021,390,2.8,101,0.716,31.0,1990.0,87,46.29725811349402,35.60693766743028,39.19087521156128,55.27496960223329,50.87562243486684,-0.47853069538915777,-0.846450614993874,-0.3985806847842296,1.7773887179197414,1.3264681447726276,Kevin Kiermaier,2022,221,1.0,89,0.649,32.0,1990.0,678,45.94120545997016,42.69803148021808,38.24152895713652,46.74449072422689,49.36483879251049,-0.5187169934517574,0.06135172446489506,-0.5276772954644808,0.3738044538216394,1.106315899930498
fg:11200,Kole Calhoun,Kole Calhoun,2021,182,-0.3,81,0.67,34.0,1987.0,386,44.39288300116358,39.23660344179893,40.14696334732417,42.1058469666466,37.37611847241899,-0.7283557290735245,-0.38385544950072187,-0.2714709316514122,-0.38425566888934576,-0.5042769292644543,Kole Calhoun,2022,424,-1.3,66,0.587,35.0,1987.0,926,36.31311200151167,44.83853620378843,35.50451645518633,39.656802134224414,37.30732383646688,-1.7846235600554987,0.3378716862984831,-0.8905829873540737,-0.7730627357132844,-0.5112191618631173
fg:11265,Jonathan Schoop,Jonathan Schoop,2021,674,2.2,105,0.755,30.0,1991.0,116,54.58547177647147,44.73594692030628,32.518608713116485,44.67385775659102,38.35344171005507,0.6087568059701299,0.3170271839660749,-1.285643410206457,0.03727021882224768,-0.3717365257043375,Jonathan Schoop,2022,510,1.3,57,0.561,31.0,1991.0,657,45.8009780781293,38.489802335530136,29.94973329896897,66.87115814926608,42.830546716234174,-0.537154160088736,-0.4822861146215442,-1.627102248105482,3.630524075648411,0.22973008801911432
fg:11281,Whit Merrifield,Whit Merrifield,2021,720,2.6,89,0.711,32.0,1989.0,97,61.0766569205456,33.48055794405088,37.94331960849983,48.5579506696312,68.7602003960665,1.4603015130868444,-1.1174543495482148,-0.5644403778323724,0.674824281887149,3.7518982268540526,Whit Merrifield,2022,550,1.3,87,0.673,33.0,1989.0,651,56.5479909340467,36.15349820776521,40.23340454945821,46.47061218718078,48.62024649264051,0.8758684912159858,-0.784100318125673,-0.26357072325319664,0.32948784706509093,1.006427643007578
fg:11342,Jesus Aguilar,Jesus Aguilar,2021,510,1.3,107,0.788,31.0,1990.0,188,53.537656846308735,44.86674591849019,44.79403520118583,42.468082995717765,30.699709138364632,0.4712994329305544,0.33369730952928794,0.3463467506729198,-0.32479647023128666,-1.409703049703835,Jesus Aguilar,2022,507,-0.7,82,0.661,32.0,1990.0,895,48.72620736728532,39.88861333526939,35.81672865672984,40.96108543905781,29.954928336888933,-0.1525435430500142,-0.3015814611811526,-0.8491861778996809,-0.562015127007457,-1.497554866367459
fg:11368,Yasmani Grandal,Yasmani Grandal,2021,375,3.6,157,0.939,33.0,1988.0,52,53.52098669694727,56.82874311267139,72.51876250190267,42.81470344821123,28.285145057061527,0.46911256302305204,1.8582349434753214,4.032286478454224,-0.26790048891048157,-1.7371559183491636,Yasmani Grandal,2022,376,-0.5,68,0.57,34.0,1988.0,883,50.09523468083879,37.1623040281644,54.43366296799165,44.56271992372963,26.3551655147832,0.027456856153079256,-0.6537782759070557,1.6192685413526466,0.02076956601560216,-1.9804688498975904
fg:11442,Gary Sanchez,Gary Sanchez,2021,440,1.1,101,0.73,29.0,1992.0,207,43.879128876720046,48.74675410342804,47.5885341259378,38.13274173100303,32.370124843699905,-0.7957524518166217,0.8281982195306542,0.7178690561680257,-1.036420651211124,-1.1831684057166492,Gary Sanchez,2022,471,1.4,88,0.659,30.0,1992.0,639,42.70762568429458,50.47073636102301,43.72690948267583,49.365510430485394,35.093157995844244,-0.9438696874224028,1.065464461669645,0.19963973852061642,0.7979147213737988,-0.808253077465908
fg:11445,Mark Canha,Mark Canha,2021,625,2.9,116,0.746,32.0,1989.0,81,52.34668735423111,38.31889857768802,53.834818963201286,42.45946291455803,47.648683882992536,0.31506235991438475,-0.5008154838061118,1.5482984841289702,-0.3262114126362138,0.888844519897377,Mark Canha,2022,542,2.5,126,0.77,33.0,1989.0,549,56.81983577898869,39.60965326075252,48.878899564499896,38.44739893212743,33.86424467291031,0.9116107880470486,-0.33761876972295907,0.8827518996526845,-0.9687576839027369,-0.973113780106346
fg:11476,Odubel Herrera,Odubel Herrera,2021,492,1.4,93,0.726,30.0,1991.0,182,57.20183349946396,41.910971090787314,36.89907083052828,46.61827806363976,41.98174904281745,0.951983647859078,-0.04301152003768256,-0.7032708887572854,0.3564369058247227,0.12031901907901779,Odubel Herrera,2022,197,0.5,83,0.658,31.0,1991.0,742,50.14888994799908,40.85897643111074,35.01047810917758,46.28623286728952,46.98764107341907,0.03451147764425462,-0.17622562184471427,-0.9560884710340148,0.2996532134286303,0.78741099510856
fg:11477,Christian Yelich,Christian Yelich,2021,475,1.4,102,0.736,30.0,1991.0,181,51.65068705689801,45.06551117407599,55.73598560881904,43.40574979651922,45.37613672477233,0.2237577127365546,0.35902962716340886,1.8010542855551586,-0.17088324208862885,0.5806513798381625,Christian Yelich,2022,671,2.2,111,0.738,31.0,1991.0,570,52.88380880445796,49.3718207445927,53.75642461759932,35.725272574836666,53.16571820096266,0.394099983349724,0.9235016334789253,1.529472220748274,-1.409228137041523,1.616209997614296
fg:11493,Manny Machado,Manny Machado,2021,640,4.5,123,0.836,29.0,1992.0,28,59.35895627345485,55.66484758049399,44.92913241542734,48.56344763547538,39.19515807584985,1.2349653284031588,1.7098982976809858,0.3643076194556578,0.675726580824623,-0.2575865469568403,Manny Machado,2022,644,7.1,152,0.898,30.0,1992.0,465,56.75363408864456,54.97249631929398,43.0937591617462,52.62395108113525,44.36152139844432,0.9029065565303431,1.647021922458005,0.1156891335733005,1.325166818277205,0.43511280877219877
fg:11579,Bryce Harper,Bryce Harper,2021,599,6.6,170,1.044,29.0,1992.0,3,54.44406770694315,62.59028254529977,53.784231147694,40.49349240460997,39.98613666143103,0.5902067439554097,2.5925340368389933,1.5415729485845628,-0.6489154556510054,-0.15031740927224377,Bryce Harper,2022,426,2.6,139,0.877,30.0,1992.0,540,53.93165483611022,55.73961873956957,40.29123605639253,40.49122014824303,43.04437402592551,0.5318713061958815,1.746122223447985,-0.2559027337858254,-0.638044579867006,0.25841536619257155
fg:11609,Willson Contreras,Willson Contreras,2021,483,2.7,111,0.778,29.0,1992.0,91,43.20860555602874,51.71650595558628,45.10453541450674,45.61864610897843,32.87384523634246,-0.8837149073713297,1.2066883987708341,0.38762705108310763,0.19235241337498077,-1.1148559973431518,Willson Contreras,2022,487,3.5,134,0.815,30.0,1992.0,517,48.86997029363371,54.65729934988236,41.9281946099157,42.62538624422782,37.83581989273682,-0.1336415212443659,1.606303369963346,-0.038855286601119435,-0.29271266503721827,-0.44032056425384775
fg:11680,Elias Diaz,Elias Diaz,2021,371,1.7,91,0.774,31.0,1990.0,153,52.76733382691351,43.30304547108992,40.6482084860321,52.20417552179739,33.802074092474086,0.37024477567200903,0.13440615926555197,-0.20483152524422857,1.2733335146457445,-0.9889735641315905,Elias Diaz,2022,381,-1.2,68,0.648,32.0,1990.0,922,49.601196831243634,41.64380162651567,37.175250810111294,32.25907308339647,31.228355880628087,-0.03749948859489061,-0.07483839728516241,-0.6690571424389553,-1.9700979352325305,-1.3267225092722386
fg:11737,Nick Castellanos,Nick Castellanos,2021,585,3.7,140,0.939,29.0,1992.0,46,54.04700118782186,53.706003547894895,32.923100838969646,33.78197043785206,40.3530928577944,0.5381176592618906,1.4602467220912,-1.2318670978162416,-1.7505775927461227,-0.10055237710895804,Nick Castellanos,2022,558,-0.2,95,0.694,30.0,1992.0,835,47.41235113211046,39.77063865240669,29.710613129534416,31.68725547883512,38.05659643359505,-0.3252900211411621,-0.316821957706715,-1.658807646042675,-2.0626244113526733,-0.4107030355208071
fg:11739,J.T. Realmuto,J.T. Realmuto,2021,537,4.6,109,0.782,30.0,1991.0,25,50.875864011701935,45.30557291579528,40.4100468454769,61.82795488046455,53.82831989260155,0.12211272057497603,0.3896251166774606,-0.23649457617469807,2.8530278653032397,1.726900363682798,J.T. Realmuto,2022,562,6.7,129,0.82,31.0,1991.0,469,55.60954397478489,50.93487843896237,40.03042065325471,62.52965644702349,60.13806670033743,0.7524810133872193,1.1254244086222855,-0.2904847440118481,2.92802060185932,2.5515617846033636
fg:1177,Albert Pujols,Albert Pujols,2021,296,0.1,89,0.717,41.0,1980.0,324,54.71515391250675,46.6285136362644,37.15284533976679,41.86916583103694,38.32193736093927,0.6257691286966267,0.558231820315206,-0.6695321422818152,-0.42310567146064004,-0.3760090109834215,Albert Pujols,2022,351,2.0,148,0.895,42.0,1980.0,580,57.843276389542254,55.75969304793582,42.302962467820485,41.28341434333071,26.68187463826757,1.0461732738619847,1.7487155122747489,0.010835896275834771,-0.5098587096006922,-1.9366402944970478
fg:11899,Joc Pederson,Joc Pederson,2021,481,0.3,96,0.732,29.0,1992.0,295,48.962098670893305,47.65553424477553,39.04612095762951,36.17732749226591,36.2592284580152,-0.12894416818388726,0.6891239734478792,-0.4178254351309225,-1.3573919360885505,-0.6557447830314431,Joc Pederson,2022,433,2.4,144,0.874,30.0,1992.0,554,54.76149864766844,57.93890715119869,45.69787220643353,32.39096077262654,40.58993837629745,0.6409795875850839,2.0302361246919634,0.4609734337245055,-1.948757033814415,-0.07085113147821241
fg:11902,Hanser Alberto,Hanser Alberto,2021,255,0.4,83,0.693,29.0,1992.0,284,59.8882671690518,34.71155100019527,22.26001722674851,43.94701184792003,44.88933153864894,1.3044028627764108,-0.9605662303860344,-2.6494999235834205,-0.0820378339638972,0.5146329395317456,Hanser Alberto,2022,159,-0.3,73,0.623,30.0,1992.0,855,48.023620726866206,29.60636732018369,27.523506345581808,41.16212377211945,39.89326807395968,-0.24491998762360231,-1.6298879322421174,-1.9488002931720552,-0.5294848789443,-0.16431057520686068
fg:12037,Jon Berti,Jon Berti,2021,271,0.2,74,0.624,31.0,1990.0,321,50.93709621037543,35.6341108604184,50.55987166504418,44.98749641401935,49.14466663958654,0.1301454532005635,-0.8429874345004842,1.1129016550912605,0.08875240651819961,1.0917233123402268,Jon Berti,2022,404,2.2,88,0.662,32.0,1990.0,573,52.06637639157703,37.25267056273269,49.3733913355903,48.392132516226525,71.75889189889827,0.28662355889607216,-0.6421043233038692,0.9483175038263619,0.6404113013651829,4.110514211713993
fg:12144,Max Kepler,Max Kepler,2021,490,2.2,97,0.719,28.0,1993.0,119,51.64294834856955,45.27233093282514,49.72209693777904,52.292438579613886,54.13332895078497,0.222742511972633,0.3853884784938617,1.0015214017649143,1.287821445905194,1.7682643895284362,Max Kepler,2022,446,1.5,94,0.666,29.0,1993.0,620,57.20505082458843,42.20387974895358,51.89107605732158,53.14445202403829,38.57890819009799,0.962259055835815,-0.002485003557521973,1.2821421082988387,1.4093896852890966,-0.34063407169115395
fg:12155,Eddie Rosario,Eddie Rosario,2021,412,0.9,100,0.74,30.0,1991.0,231,57.15535683717006,40.23022828373308,35.44324851110746,41.95786654933088,44.82202707755774,0.9458866170546262,-0.257219534029252,-0.8968191702440855,-0.40854590046360323,0.5055053959607975,Eddie Rosario,2022,270,-1.3,63,0.587,31.0,1991.0,927,41.89186527009102,36.50044315955781,34.5869610641227,37.13789939485677,43.14884303293174,-1.0511262766496756,-0.7392804194486811,-1.0122434013286943,-1.1806493372867861,0.2724300518321395
fg:12158,Austin Barnes,Austin Barnes,2021,225,0.7,78,0.644,32.0,1989.0,252,46.69508988443482,35.17336267585515,45.14892421477005,48.308339412281946,40.88079782274926,-0.4263412213026299,-0.9017090623136622,0.39352844158496614,0.6338518657084664,-0.028987283471188917,Austin Barnes,2022,212,1.3,104,0.704,33.0,1989.0,648,53.21938002549531,40.11035562157687,55.89984255542999,49.59093860030471,35.87252707437301,0.4382210561360727,-0.27293580211231283,1.8136720806987712,0.8343915174801287,-0.7036994596438393
fg:12160,Ben Gamel,Ben Gamel,2021,400,-0.1,99,0.735,29.0,1992.0,352,48.090529370046,39.12537284115254,49.5073823459184,31.049488333059344,37.41885758135327,-0.24328079678852385,-0.398031613729746,0.9729755828759032,-2.199100608844401,-0.4984808338399238,Ben Gamel,2022,423,0.1,95,0.693,30.0,1992.0,798,51.45153973769993,40.569916921236256,50.61439602772191,36.29304891596363,42.86556300562991,0.2057845266525791,-0.21356762056023398,1.1128646756479577,-1.317355582489507,0.23442757966959102
fg:12161,Xander Bogaerts,Xander Bogaerts,2021,603,4.1,129,0.863,29.0,1992.0,36,59.47338135637909,48.133267687375096,45.147843586561,39.5641340806588,43.07625517954191,1.2499761579455086,0.7500103455490129,0.3933847745110404,-0.8014648896485751,0.26875126695165186,Xander Bogaerts,2022,631,6.0,133,0.833,30.0,1992.0,477,58.33770774187107,44.77290783842391,45.89317456398423,52.171919772493744,49.59222421344547,1.1111813565471342,0.32939352089853613,0.48686894466722314,1.25202310295445,1.1368200205759114
fg:12179,Maikel Franco,Maikel Franco,2021,403,-0.6,62,0.609,29.0,1992.0,419,49.27037738971122,39.48746745516284,34.409837070364155,43.01171889764723,36.58052629425294,-0.08850269170470074,-0.35188322754082446,-1.0342088817194799,-0.2355614066365307,-0.6121717426717918,Maikel Franco,2022,388,-0.4,66,0.597,30.0,1992.0,872,49.00272561715505,38.3854129306763,29.98157261416932,43.83899536290348,36.06776454770107,-0.1161867845903896,-0.4957716042484323,-1.622880612762625,-0.09633715256157395,-0.6775080379756592
fg:12180,Jorge Alfaro,Jorge Alfaro,2021,311,0.1,68,0.625,28.0,1993.0,332,41.36542584124822,43.81732841074909,24.87621861789699,46.00287000142636,44.81638867538469,-1.1255120361774786,0.19995070699276504,-2.3016818715277174,0.25542080778294274,0.5047407399384373,Jorge Alfaro,2022,274,0.4,90,0.667,29.0,1993.0,754,37.96739954799232,46.72673190425519,24.86526866369189,40.669043613549874,38.32249873160049,-1.5671170020670246,0.5817972414621798,-2.301261081884523,-0.6092707567369255,-0.37503181374722633
fg:12282,Rougned Odor,Rougned Odor,2021,361,1.3,84,0.665,27.0,1994.0,192,41.75866767908139,43.13641527715576,37.58382642069774,52.12290795939885,39.42140813278013,-1.073924691464412,0.11316940444270962,-0.6122341832831549,1.259993858318622,-0.22690348049914377,Rougned Odor,2022,472,0.3,81,0.632,28.0,1994.0,766,45.01562442091821,39.360962624802326,38.63609336570519,40.72068958149674,45.42698119881138,-0.6404128536254474,-0.3697457369770255,-0.47536125029311344,-0.6009138621925485,0.5780459579582607
fg:12325,Jace Peterson,Jace Peterson,2021,302,0.8,98,0.714,31.0,1990.0,241,50.24668171780823,37.5969740904024,52.75194779775824,41.583449663307,50.96576892916649,0.03957357860244199,-0.5928236185571799,1.404333214228113,-0.4700045247316277,1.338693427334111,Jace Peterson,2022,328,2.1,96,0.698,32.0,1990.0,579,49.60933180928668,41.4639168128689,49.63448772597364,51.55888866486005,57.56658749440656,-0.03642989759348403,-0.0980767210582007,0.9829367706855481,1.1528278216463737,2.2065937052412448
fg:12371,Tommy La Stella,Tommy La Stella,2021,242,0.6,94,0.713,32.0,1989.0,263,63.35360102102159,38.29060849682518,50.41785141246948,44.96119851006272,36.802131264153424,1.759001928207651,-0.5044210098936579,1.0940203840354017,0.08443573956583436,-0.582118623078953,Tommy La Stella,2022,195,-0.7,78,0.632,33.0,1989.0,899,56.3264473826624,35.568900458822164,44.25818723383011,39.19114275998831,35.861250025499984,0.8467398337412586,-0.8596212667345117,0.27008286573717555,-0.8484116242866416,-0.7052122939228909
fg:12510,Curt Casali,Curt Casali,2021,231,0.3,82,0.663,33.0,1988.0,301,42.76133876703618,34.450468120884985,46.79326337497674,44.10598619692413,35.999712923744326,-0.942389503517059,-0.9938408306577299,0.6121396102652683,-0.055943004514689455,-0.6909391714566868,Curt Casali,2022,176,0.5,93,0.649,34.0,1988.0,743,43.47211625956639,38.40591343765753,48.88001043224136,42.99195959914886,37.30045999865664,-0.8433540823839982,-0.4931232571807542,0.8828991917187703,-0.23339700126642335,-0.5121399567662958
fg:12532,Kolten Wong,Kolten Wong,2021,492,2.6,109,0.783,31.0,1990.0,94,57.634460794273366,39.563977770916175,39.78630005960782,45.47928577282244,45.26702964002844,1.0087377651538976,-0.3421321087387077,-0.3194202992367712,0.16947712420565042,0.565854742977055,Kolten Wong,2022,497,2.3,117,0.77,32.0,1990.0,564,55.39848360877328,42.01895131668599,50.65143503303959,36.66164290260187,49.61458975243822,0.7247306903937134,-0.026374884513862003,1.117775747790353,-1.2577129579346487,1.1398203936734006
fg:12533,Marcus Semien,Marcus Semien,2021,724,5.9,131,0.873,31.0,1990.0,10,55.797543719069374,50.2726739950031,46.730068982675625,48.41234410284413,52.26076588961172,0.7677621993544432,1.0226742976745826,0.6037380588765321,0.650923705782917,1.514315384468468,Marcus Semien,2022,724,4.4,107,0.733,32.0,1990.0,494,55.98498772919535,42.57673786546171,44.43338058556963,51.01735813906369,59.26951855070617,0.8018445468997679,0.045682473491627365,0.2933120853633874,1.065202133203532,2.435044650682633
fg:12546,C.J. Cron,C.J. Cron,2021,547,2.3,125,0.905,31.0,1990.0,106,53.9392266019511,51.31176023348614,44.66895758058438,39.58212350776514,31.79536982235281,0.5239792737247398,1.1551041962749098,0.32971796418096744,-0.7985120168412979,-1.2611142270621076,C.J. Cron,2022,632,1.4,103,0.783,32.0,1990.0,629,51.22756806592728,51.61492523757994,38.96541510004299,41.04116250719673,39.92366055050478,0.17633661868891748,1.213275891839348,-0.43169585535283356,-0.5490577628517828,-0.16023337550147765
fg:12552,Eugenio Suarez,Eugenio Suarez,2021,574,0.0,85,0.713,30.0,1991.0,339,41.17495567140008,48.63993163860879,46.22754973053583,38.77875773775292,26.36715737643265,-1.1504988238592124,0.8145838652448134,0.5369292619730855,-0.9303804150145154,-1.997265216301354,Eugenio Suarez,2022,629,4.3,132,0.791,31.0,1991.0,496,43.021030854156,52.72906594902751,51.67085451410442,45.13268154971807,33.83262054259917,-0.9026630181844144,1.3572055658149553,1.2529425151463518,0.11299572406974571,-0.9773562081492284
