target,window,touches_2020,fold,model,n_features,selected_alpha,n_train,thin_training_set,train_period,test_period,n_test,mae,mae_ci_low,mae_ci_high,rmse,rmse_ci_low,rmse_ci_high
war,2021-2025 (2020 excluded),False,2022->23,M1 B2V 5 tools,5,26.82695795279722,354.0,False,2021->2022,2022->2023,353,1.2413737808085252,1.1434601115473289,1.3397704941523396,1.5587457649142498,1.4328518395101162,1.6915964147698817
war,2021-2025 (2020 excluded),False,2022->23,M2 constituent stats,22,100.0,354.0,False,2021->2022,2022->2023,353,1.2218639226026393,1.124436680420931,1.3182785456866981,1.5349370764024823,1.4131381136164651,1.661557754765433
war,2021-2025 (2020 excluded),False,2022->23,M3 scalar + age + PA,3,0.001,354.0,False,2021->2022,2022->2023,353,1.1122217869257747,1.0233079237019178,1.2068354468532467,1.423319105153441,1.2988189491371234,1.5520310635081673
war,2021-2025 (2020 excluded),False,2022->23,M4 B2V + age + PA,7,26.82695795279722,354.0,False,2021->2022,2022->2023,353,1.1436018212271815,1.0538432258704535,1.239409095715491,1.455924902041628,1.337298411838016,1.5802135006402296
war,2021-2025 (2020 excluded),False,2022->23,M5 constituents + age + PA,24,37.27593720314938,354.0,False,2021->2022,2022->2023,353,1.1523288276358317,1.0609981031271427,1.2465728398757434,1.4564511114637062,1.3360304488783759,1.5800356815367573
war,2021-2025 (2020 excluded),False,2022->23,M6 Marcel (no fit),1,,,,,,353,1.2451460568319352,1.1512209230479684,1.3416396298630686,1.544769966169176,1.432447436941099,1.6598695066604374
war,2021-2025 (2020 excluded),False,2022->23,M6c Marcel calibrated,1,13.89495494373136,354.0,False,2021->2022,2022->2023,353,1.2280117124632497,1.1317887204206616,1.3250890006623768,1.5350494541583766,1.420610247790608,1.6524213415809454
war,2021-2025 (2020 excluded),False,2022->23,M7 Marcel + B2V,6,26.82695795279722,354.0,False,2021->2022,2022->2023,353,1.2207817015650686,1.1241620997697406,1.3151727521879406,1.5260378774650236,1.4115312065700176,1.6443383122290938
war,2021-2025 (2020 excluded),False,2023->24,M0 scalar baseline,1,0.001,707.0,False,2021->2022; 2022->2023,2023->2024,358,1.215452927221649,1.10340256974708,1.3357394888350216,1.6355532244240434,1.4641527038636544,1.8204366144669422
war,2021-2025 (2020 excluded),False,2023->24,M1 B2V 5 tools,5,51.794746792312125,707.0,False,2021->2022; 2022->2023,2023->2024,358,1.243558646012784,1.1414955394338389,1.3645386711955518,1.6467935043161452,1.4985912684334315,1.8228023757370746
