target,fold,candidate,baseline,n_test,sign,improvement_mae,ci_low,ci_high,excludes_zero,bootstrap_unit,n_boot,direction,positive_means_candidate_better
wrc_plus,pooled,M7 Marcel + B2V,M1 B2V 5 tools,1063,candidate better,0.049830940740537955,-0.23147558446540942,0.325999055454735,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,A,M7 Marcel + B2V,M6 Marcel (no fit),350,candidate better,0.029290897031948093,0.004953592658798312,0.05325405798645461,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,A,M7 Marcel + B2V,M6c Marcel calibrated,350,candidate better,0.007991103039932446,-0.01237806315262568,0.02855974581551539,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,A,M7x Marcel + B2V + age + PA,M6c Marcel calibrated,350,candidate better,0.08463139579223,0.04255995557743884,0.12632640258757402,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,A,M6c Marcel calibrated,M0 scalar baseline,350,baseline better,-0.048640539530886207,-0.0964642873331289,-0.0018984910183787998,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,A,M6c Marcel calibrated,M1 B2V 5 tools,350,candidate better,0.01667939658223072,-0.055305756018867246,0.09253625385006735,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,A,M6 Marcel (no fit),M1 B2V 5 tools,350,baseline better,-0.0046203974097849265,-0.07487944114906393,0.06544351114150485,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,A,M7 Marcel + B2V,M1 B2V 5 tools,350,candidate better,0.024670499622163167,-0.034030030825050676,0.08614900792706018,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,B,M7 Marcel + B2V,M6 Marcel (no fit),355,candidate better,0.05135595613445032,0.015056395410613849,0.0882778944903969,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,B,M7 Marcel + B2V,M6c Marcel calibrated,355,candidate better,0.014337427934333347,-0.014188809223804394,0.04194558284096298,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,B,M7x Marcel + B2V + age + PA,M6c Marcel calibrated,355,candidate better,0.009606534350152351,-0.04009705459881226,0.0590465243804522,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,B,M6c Marcel calibrated,M0 scalar baseline,355,candidate better,0.016552843655978755,-0.029710771576821005,0.06709766955272131,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,B,M6c Marcel calibrated,M1 B2V 5 tools,355,candidate better,0.04744349898069333,-0.018417412841872694,0.12255832611437886,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,B,M6 Marcel (no fit),M1 B2V 5 tools,355,candidate better,0.01042497078057636,-0.06129970958118341,0.08785858796555909,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,B,M7 Marcel + B2V,M1 B2V 5 tools,355,candidate better,0.06178092691502668,0.017048468646049364,0.11210785744734109,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,C,M7 Marcel + B2V,M6 Marcel (no fit),358,candidate better,0.05595631951355595,0.020607384691682783,0.09243009883439336,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,C,M7 Marcel + B2V,M6c Marcel calibrated,358,candidate better,0.02741299059517721,0.0016988253361188033,0.05349770121050858,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,C,M7x Marcel + B2V + age + PA,M6c Marcel calibrated,358,candidate better,0.030323866813475098,-0.010957993764863998,0.07485898037673012,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,C,M6c Marcel calibrated,M0 scalar baseline,358,baseline better,-0.004942079566097046,-0.05239061704570601,0.038369603249623685,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,C,M6c Marcel calibrated,M1 B2V 5 tools,358,candidate better,0.04157629430262966,-0.022083486691365905,0.10517640992132431,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,C,M6 Marcel (no fit),M1 B2V 5 tools,358,candidate better,0.013032965384250916,-0.05756767523708942,0.08555673282682817,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,C,M7 Marcel + B2V,M1 B2V 5 tools,358,candidate better,0.06898928489780687,0.022521395864681177,0.11598304161176155,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,pooled,M7 Marcel + B2V,M6 Marcel (no fit),1063,candidate better,0.045640207690277323,0.026247757317543374,0.06468799843097126,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,pooled,M7 Marcel + B2V,M6c Marcel calibrated,1063,candidate better,0.016651480351588033,0.002225261909521592,0.02994179038135641,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,pooled,M7x Marcel + B2V + age + PA,M6c Marcel calibrated,1063,candidate better,0.041286220640459836,0.01518774834790072,0.06718026145586153,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,pooled,M6c Marcel calibrated,M0 scalar baseline,1063,baseline better,-0.012151640472813252,-0.03931086842893729,0.017089554959961246,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,pooled,M6c Marcel calibrated,M1 B2V 5 tools,1063,candidate better,0.03533823546779713,-0.003489062217641103,0.07637970223444708,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,pooled,M6 Marcel (no fit),M1 B2V 5 tools,1063,candidate better,0.006349508129107839,-0.03505462051287655,0.049604306883630336,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war,pooled,M7 Marcel + B2V,M1 B2V 5 tools,1063,candidate better,0.05198971581938516,0.021874931229465506,0.08284670621103156,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,A,M7 Marcel + B2V,M6 Marcel (no fit),350,candidate better,0.09040467363298221,0.03342014657207905,0.14638132610995133,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,A,M7 Marcel + B2V,M6c Marcel calibrated,350,candidate better,0.00013195939885313202,-0.023145949807774364,0.02468446789837241,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,A,M7x Marcel + B2V + age + PA,M6c Marcel calibrated,350,candidate better,0.08575905512233728,0.03400987457637476,0.13767384307419422,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,A,M6c Marcel calibrated,M0 scalar baseline,350,candidate better,0.03315689498928687,-0.0242607573632979,0.09069774422545095,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,A,M6c Marcel calibrated,M1 B2V 5 tools,350,baseline better,-0.00600050745953018,-0.07632118849293057,0.06301982713072281,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,A,M6 Marcel (no fit),M1 B2V 5 tools,350,baseline better,-0.09627322169365926,-0.18292273295266473,-0.017453885096986047,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,A,M7 Marcel + B2V,M1 B2V 5 tools,350,baseline better,-0.005868548060677048,-0.05808826715550491,0.04691133027362138,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,B,M7 Marcel + B2V,M6 Marcel (no fit),355,candidate better,0.08359341815940802,0.012973778636874845,0.1585918748427099,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,B,M7 Marcel + B2V,M6c Marcel calibrated,355,candidate better,0.026197483506743335,-0.0090601207495199,0.05980834542969211,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,B,M7x Marcel + B2V + age + PA,M6c Marcel calibrated,355,candidate better,0.008042439023740355,-0.05316492992236732,0.06911922170930353,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,B,M6c Marcel calibrated,M0 scalar baseline,355,candidate better,0.07627414153737133,0.025196787386752205,0.13037080139680934,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,B,M6c Marcel calibrated,M1 B2V 5 tools,355,candidate better,0.012776111936451784,-0.051977523627528124,0.08343643614367585,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,B,M6 Marcel (no fit),M1 B2V 5 tools,355,baseline better,-0.0446198227162129,-0.13760953311770893,0.045374334723453154,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,B,M7 Marcel + B2V,M1 B2V 5 tools,355,candidate better,0.03897359544319512,-0.0002536316216188991,0.08183507080777916,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,C,M7 Marcel + B2V,M6 Marcel (no fit),358,candidate better,0.09637499267207317,0.030985748912814543,0.16449163538204994,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,C,M7 Marcel + B2V,M6c Marcel calibrated,358,candidate better,0.034444203893388314,-0.001587767239065335,0.06914269941662288,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,C,M7x Marcel + B2V + age + PA,M6c Marcel calibrated,358,candidate better,0.046090127062392794,-0.006934224218816687,0.09808432153395476,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,C,M6c Marcel calibrated,M0 scalar baseline,358,candidate better,0.02128747295784117,-0.036007990603318,0.07745384356836546,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,C,M6c Marcel calibrated,M1 B2V 5 tools,358,baseline better,-0.013249582327613307,-0.07804878606198029,0.054734382652014156,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,C,M6 Marcel (no fit),M1 B2V 5 tools,358,baseline better,-0.07518037110629816,-0.16272542164699413,0.013553095125915947,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,C,M7 Marcel + B2V,M1 B2V 5 tools,358,candidate better,0.021194621565775007,-0.015125324532279822,0.06019293557417553,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,pooled,M7 Marcel + B2V,M6 Marcel (no fit),1063,candidate better,0.09014068353220672,0.051939003393155006,0.12938893431673365,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,pooled,M7 Marcel + B2V,M6c Marcel calibrated,1063,candidate better,0.020392584598612817,0.0017000495646950998,0.03884901408315961,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,pooled,M7x Marcel + B2V + age + PA,M6c Marcel calibrated,1063,candidate better,0.04644496767129125,0.014357518235464873,0.07838685074399677,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,pooled,M6c Marcel calibrated,M0 scalar baseline,1063,candidate better,0.04355893585223369,0.011561912619857551,0.07913292260479711,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,pooled,M6c Marcel calibrated,M1 B2V 5 tools,1063,baseline better,-0.002171221398570733,-0.04029921524776149,0.0366745322427605,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,pooled,M6 Marcel (no fit),M1 B2V 5 tools,1063,baseline better,-0.07191932033216464,-0.1232592540744922,-0.02053784952821846,True,focal player (cluster),2000,baseline MAE minus candidate MAE,True
war_rate,pooled,M7 Marcel + B2V,M1 B2V 5 tools,1063,candidate better,0.018221363200042084,-0.007013204326147371,0.042902868995239665,False,focal player (cluster),2000,baseline MAE minus candidate MAE,True
