feature_variant,model,alpha,fold,mae,selected
within_input_season_standardized,B2V Ridge,100.0,3,19.71612730239377,False
within_input_season_standardized,B2V Ridge,100.0,4,18.592748990214254,False
within_input_season_standardized,B2V Ridge,100.0,mean,18.958895680901417,False
within_input_season_standardized,B2V Ridge,1000.0,0,19.333743503449423,False
within_input_season_standardized,B2V Ridge,1000.0,1,19.13932092291899,False
within_input_season_standardized,B2V Ridge,1000.0,2,21.080295389301213,False
within_input_season_standardized,B2V Ridge,1000.0,3,20.416398973867114,False
within_input_season_standardized,B2V Ridge,1000.0,4,19.22471398909659,False
within_input_season_standardized,B2V Ridge,1000.0,mean,19.838894555726664,False
within_input_season_standardized,B2V + age + PA Ridge,0.01,0,17.362265330236706,False
within_input_season_standardized,B2V + age + PA Ridge,0.01,1,18.444428649395903,False
within_input_season_standardized,B2V + age + PA Ridge,0.01,2,19.696849502584033,False
within_input_season_standardized,B2V + age + PA Ridge,0.01,3,19.18210444862753,False
within_input_season_standardized,B2V + age + PA Ridge,0.01,4,18.210096965595866,False
within_input_season_standardized,B2V + age + PA Ridge,0.01,mean,18.579148979288007,False
within_input_season_standardized,B2V + age + PA Ridge,0.1,0,17.36239644744713,False
within_input_season_standardized,B2V + age + PA Ridge,0.1,1,18.444296426950025,False
within_input_season_standardized,B2V + age + PA Ridge,0.1,2,19.696887363425773,False
within_input_season_standardized,B2V + age + PA Ridge,0.1,3,19.182068682705413,False
within_input_season_standardized,B2V + age + PA Ridge,0.1,4,18.21004718119004,False
within_input_season_standardized,B2V + age + PA Ridge,0.1,mean,18.579139220343674,False
within_input_season_standardized,B2V + age + PA Ridge,1.0,0,17.36370519506557,False
within_input_season_standardized,B2V + age + PA Ridge,1.0,1,18.44297802053117,False
within_input_season_standardized,B2V + age + PA Ridge,1.0,2,19.697265423957646,False
within_input_season_standardized,B2V + age + PA Ridge,1.0,3,19.181712967337177,False
within_input_season_standardized,B2V + age + PA Ridge,1.0,4,18.20954980908497,False
within_input_season_standardized,B2V + age + PA Ridge,1.0,mean,18.579042283195303,False
within_input_season_standardized,B2V + age + PA Ridge,10.0,0,17.376556154410554,False
within_input_season_standardized,B2V + age + PA Ridge,10.0,1,18.430164010208205,False
within_input_season_standardized,B2V + age + PA Ridge,10.0,2,19.700992405958374,False
within_input_season_standardized,B2V + age + PA Ridge,10.0,3,19.178343912986737,False
within_input_season_standardized,B2V + age + PA Ridge,10.0,4,18.204622534566198,False
within_input_season_standardized,B2V + age + PA Ridge,10.0,mean,18.578135803626015,True
within_input_season_standardized,B2V + age + PA Ridge,100.0,0,17.504755240561323,False
within_input_season_standardized,B2V + age + PA Ridge,100.0,1,18.356837926028692,False
within_input_season_standardized,B2V + age + PA Ridge,100.0,2,19.778998054005484,False
within_input_season_standardized,B2V + age + PA Ridge,100.0,3,19.221801318100646,False
within_input_season_standardized,B2V + age + PA Ridge,100.0,4,18.197163070937307,False
within_input_season_standardized,B2V + age + PA Ridge,100.0,mean,18.61191112192669,False
within_input_season_standardized,B2V + age + PA Ridge,1000.0,0,18.88463930252995,False
within_input_season_standardized,B2V + age + PA Ridge,1000.0,1,18.700945417389853,False
within_input_season_standardized,B2V + age + PA Ridge,1000.0,2,20.705255039044154,False
within_input_season_standardized,B2V + age + PA Ridge,1000.0,3,20.022295373064132,False
within_input_season_standardized,B2V + age + PA Ridge,1000.0,4,18.755083880592764,False
within_input_season_standardized,B2V + age + PA Ridge,1000.0,mean,19.41364380252417,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,0.01,0,17.2423764494425,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,0.01,1,18.431725117139045,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,0.01,2,19.68555999170433,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,0.01,3,19.121029603722437,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,0.01,4,18.39650499959965,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,0.01,mean,18.575439232321592,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,0.1,0,17.24278632994363,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,0.1,1,18.431428742271937,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,0.1,2,19.68558911056355,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,0.1,3,19.12120998009534,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,0.1,4,18.395945984652442,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,0.1,mean,18.57539202950538,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,1.0,0,17.24685118091446,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,1.0,1,18.428491377045038,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,1.0,2,19.68588116044028,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,1.0,3,19.12299785119784,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,1.0,4,18.390416055313494,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,1.0,mean,18.574927524982222,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,10.0,0,17.288153461042025,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,10.0,1,18.409510868986498,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,10.0,2,19.689901709855945,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,10.0,3,19.139425854260097,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,10.0,4,18.34165121720366,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,10.0,mean,18.57372862226965,True
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,100.0,0,17.559727736096107,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,100.0,1,18.37665724660552,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,100.0,2,19.7924408977351,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,100.0,3,19.278829956810036,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,100.0,4,18.181720073866035,False
within_input_season_standardized,wRC+ + B2V + age + PA Ridge,100.0,mean,18.63787518222256,False
