pair_type,focal_player_id,comparison_player_id,focal_name,comparison_name,focal_source_row,comparison_source_row,focal_season,comparison_season,focal_pa,comparison_pa,pa_stratum,focal_wrc,comparison_wrc,focal_war,comparison_war,abs_delta_wrc,abs_delta_war,standardized_scalar_gap,profile_distance,focal_ZScore_Contact,comparison_ZScore_Contact,focal_ZScore_Power,comparison_ZScore_Power,focal_ZScore_Discipline,comparison_ZScore_Discipline,focal_ZScore_Defense,comparison_ZScore_Defense,focal_ZScore_Speed,comparison_ZScore_Speed,distance_to_prespecified_q90
scalar_matched,fg:20036,fg:7304,Isaac Paredes,Salvador Perez,1451,1450,2024,2024,641.0,652.0,500+,116.0,117.0,3.3,3.3,1.0,0.0,0.03524038799928343,1.7972307981438227,55.47946437790784,52.65444671061091,35.42598031004621,50.42648881289485,52.772276035567806,29.56966604198377,44.62579857414681,48.13225735871158,32.34942303335673,21.22295167665688,0.0022436035329296278
