Name,Season_From,Season_To,PA_From,PA_To,Contact_From,Contact_To,D_Contact,Power_From,Power_To,D_Power,Speed_From,Speed_To,D_Speed,Defense_From,Defense_To,D_Defense,Discipline_From,Discipline_To,D_Discipline,WAR_From,WAR_To,D_WAR,wRC+_From,wRC+_To,D_wRC+,OPS_From,OPS_To,D_OPS,Area_From,Area_To,D_Area
Adam Engel,2021,2022,140,260,50.64061053384183,40.2002127490114,-10.44039778483043,52.38479087815924,41.39166096392619,-10.993129914233045,61.162121322085554,60.0462983515619,-1.1158229705236522,54.95770111227472,52.553704132043,-2.4039969802317174,45.203437801371045,43.94282961668996,-1.2606081846810824,1.3289375962321035,-0.1256791618653963,-1.4546167580974998,124.9869535651862,63.12193791649429,-61.86501564869191,0.831649244,0.57943485,-0.252214394,6653.353159431244,5411.93696811764,-1241.416191313604
Adam Frazier,2021,2022,639,602,74.98294271494228,65.15756566192876,-9.825377053013526,36.10823897804162,31.535580051316533,-4.572658926725087,49.44262530126403,54.170992423947766,4.728367122683736,51.12363783039492,57.354390626663886,6.230752796268966,54.35670840152142,53.3507777809052,-1.0059306206162262,3.2494321655877623,1.2684758435117092,-1.980956322076053,112.84813382529514,82.19753883702896,-30.650594988266178,0.778669761,0.611539388,-0.167130373,6598.056173849362,6375.002069718319,-223.05410413104255
Adam Frazier,2022,2023,602,455,65.15756566192876,58.91045204875423,-6.247113613174527,31.535580051316533,38.98226753397396,7.446687482657428,54.170992423947766,55.54842544948341,1.3774330255356446,57.354390626663886,34.39860601928746,-22.955784607376422,53.3507777809052,49.61693774480997,-3.7338400360952306,1.2684758435117092,0.3932207425846217,-0.8752551009270875,82.19753883702896,92.02917683812682,9.831638001097858,0.611539388,0.695631067,0.08409167900000003,6375.002069718319,5231.935326760193,-1143.0667429581263
Adam Frazier,2023,2024,455,294,58.91045204875423,52.57978308947026,-6.330668959283969,38.98226753397396,34.00241389937975,-4.979853634594214,55.54842544948341,55.58632789802371,0.03790244854030078,34.39860601928746,47.665130507964506,13.266524488677042,49.61693774480997,50.78353780240241,1.16660005759244,0.3932207425846217,-0.5160448833017814,-0.9092656258864031,92.02917683812682,64.72357032326106,-27.305606514865758,0.695631067,0.57568007,-0.119950997,5231.935326760193,5429.690932000274,197.75560524008142
Adam Frazier,2024,2025,294,459,52.57978308947026,59.54589407688621,6.966110987415952,34.00241389937975,32.79141801454597,-1.2109958848337783,55.58632789802371,42.17576739626704,-13.41056050175667,47.665130507964506,50.58187763597089,2.916747128006385,50.78353780240241,43.80636295671791,-6.977174845684495,-0.5160448833017814,0.7423660421548769,1.2584109254566584,64.72357032326106,88.5631944045655,23.839624081304436,0.57568007,0.683932423,0.10825235300000002,5429.690932000274,4894.718959050754,-534.97197294952
Addison Barger,2024,2025,225,502,45.206881225309296,50.40625862632209,5.199377401012796,49.97835979398321,63.23076843346219,13.252408639478979,49.466096795881015,48.54764020770405,-0.9184565881769657,45.91701597837575,52.56924733506536,6.652231356689612,45.43228547554681,45.168507995274005,-0.26377748027280745,-0.3292911029305683,2.192148390341301,2.5214394932718696,69.23524120594674,106.7825389781929,37.54729777224617,0.600961538,0.755745031,0.15478349300000005,5298.765076771992,6400.750127975708,1101.9850512037156
Adley Rutschman,2022,2023,470,687,60.85785303323253,69.92236891000152,9.064515876768994,52.865032421968046,50.39023883693114,-2.474793585036906,60.55833363571286,39.118683886712326,-21.439649749000537,80.0,69.04003446557402,-10.959965534425976,70.72128203054575,70.49051043886358,-0.23077159168217065,5.607643843570633,5.517824443106697,-0.0898194004639361,134.142338101579,126.15615694382754,-7.986181157751474,0.806425745,0.809464396,0.0030386510000000033,10093.080282375058,8555.176928031076,-1537.9033543439818
Adley Rutschman,2023,2024,687,638,69.92236891000152,62.21249294208479,-7.70987596791673,50.39023883693114,46.90797782015344,-3.4822610167776986,39.118683886712326,39.47638558861246,0.3577017019001332,69.04003446557402,58.78172866429987,-10.258305801274155,70.49051043886358,56.65220889096121,-13.838301547902368,5.517824443106697,2.719432066495945,-2.798392376610752,126.15615694382754,102.75314592908194,-23.4030110147456,0.809464396,0.708724725,-0.10073967099999992,8555.176928031076,6631.288999534916,-1923.8879284961604
Adley Rutschman,2024,2025,638,365,62.21249294208479,59.41760306719789,-2.7948898748869055,46.90797782015344,48.042211857498245,1.1342340373448039,39.47638558861246,43.42606611217216,3.9496805235596995,58.78172866429987,54.65318084704119,-4.128547817258678,56.65220889096121,64.91592183608907,8.263712945127857,2.719432066495945,1.1638089115843926,-1.5556231549115525,102.75314592908194,91.2201660293606,-11.53297989972134,0.708724725,0.673308942,-0.035415783000000034,6631.288999534916,6999.405085923735,368.116086388819
Adolis García,2021,2022,622,657,36.99971182177215,42.31941836909933,5.319706547327179,59.85813236513426,64.37525787316963,4.51712550803537,51.69009894083669,74.09619840808826,22.406099467251565,66.76645611051512,49.84211580092865,-16.92434030958647,33.65218519742667,38.005681080621024,4.3534958831943555,2.749930707296063,3.190790879666942,0.44086017237087916,98.50564175324192,111.699190370383,13.193548617141076,0.740562617,0.756046139,0.015483521999999916,5826.138672603781,6985.537943680825,1159.3992710770444
Adolis García,2022,2023,657,632,42.31941836909933,43.4736202509224,1.1542018818230702,64.37525787316963,69.93267264362551,5.557414770455878,74.09619840808826,58.343576765286514,-15.752621642801742,49.84211580092865,62.07102221817136,12.228906417242705,38.005681080621024,50.60871951948794,12.603038438866918,3.190790879666942,4.664451134942951,1.4736602552760085,111.699190370383,127.86360294429367,16.16441257391068,0.756046139,0.835639753,0.07959361400000009,6985.537943680825,7648.050968862095,662.5130251812698
Adolis García,2023,2024,632,637,43.4736202509224,37.18464000138404,-6.288980249538362,69.93267264362551,61.05679369335719,-8.875878950268316,58.343576765286514,42.55271627658664,-15.790860488699877,62.07102221817136,29.225638015755298,-32.84538420241606,50.60871951948794,41.21223082426745,-9.39648869522049,4.664451134942951,-0.1412981602727409,-4.8057492952156915,127.86360294429367,93.50200785778486,-34.361595086508814,0.835639753,0.684144427,-0.15149532600000004,7648.050968862095,4207.974902551188,-3440.0760663109068
Adolis García,2024,2025,637,547,37.18464000138404,42.40529299721819,5.2206529958341505,61.05679369335719,56.76055695125,-4.29623674210719,42.55271627658664,53.1851724126605,10.632456136073863,29.225638015755298,53.93540545684442,24.709767441089124,41.21223082426745,37.27128455218099,-3.940946272086464,-0.1412981602727409,0.7387872814393904,0.8800854417121313,93.50200785778486,82.82936211315248,-10.672645744632376,0.684144427,0.665044044,-0.019100383000000054,4207.974902551188,5651.688290043095,1443.7133874919064
Akil Baddoo,2021,2022,461,225,45.8651240853303,41.37996681530443,-4.485157270025873,47.9982240342875,36.46308306160438,-11.535140972683124,69.46961545732032,59.31395366530888,-10.155661792011436,41.51280181820459,49.0125552220441,7.499753403839506,53.58961456321184,54.05220701365858,0.462592450446742,1.7175468533946292,-0.2394974098098765,-1.9570442632045058,108.30222783498718,64.94931688323345,-43.35291095175373,0.765553355,0.557545604,-0.20800775100000002,6230.509339679915,5451.767198625202,-778.7421410547131
Akil Baddoo,2022,2023,225,357,41.37996681530443,46.265965083869375,4.885998268564947,36.46308306160438,47.9303806795217,11.467297617917318,59.31395366530888,61.453696203906816,2.139742538597936,49.0125552220441,48.29888651741511,-0.7136687046289865,54.05220701365858,56.62741499294994,2.5752079792913563,-0.2394974098098765,0.6704621603392369,0.9099595701491134,64.94931688323345,87.99021930445396,23.04090242122051,0.557545604,0.681654025,0.12410842100000008,5451.767198625202,6413.046639104495,961.279440479293
Alan Trejo,2022,2023,125,227,49.76852810351519,50.92755666703232,1.1590285635171327,44.12742765579656,35.581093777709995,-8.546333878086564,46.354802136750095,51.12448427979009,4.769682143039994,51.83497000808308,53.07364756462167,1.2386775565385904,39.96331589036448,46.08571125520457,6.122395364840095,0.4266770105165806,-0.1515419610528146,-0.5782189715693952,93.87974442978282,57.72316341899795,-36.15658101078487,0.735728813,0.630605788,-0.10512302500000004,5090.476635076278,5296.174846512586,205.69821143630725
Albert Pujols,2021,2022,296,351,56.34718766371082,60.49877058405542,4.151582920344602,55.594510782799766,67.29999818059889,11.705487397799125,46.1794716072728,29.596900614679697,-16.582570992593105,45.83791878726274,44.89538892638807,-0.9425298608746644,43.31955370617328,50.09267387045423,6.773120164280947,0.1041390417136745,2.0103514244911684,1.906212382777494,89.22240083277438,148.47397909800986,59.25157826523548,0.716511055,0.895217943,0.178706888,5822.036806544175,6025.74102995174,203.7042234075643
Alcides Escobar,2021,2022,349,131,60.028085369095535,48.36036801477415,-11.667717354321383,32.93592338066391,31.97012067902964,-0.9658027016342672,55.090328419406966,53.56447636621438,-1.5258520531925868,50.08625119149421,47.84524488309916,-2.2410063083950504,39.33619866355727,37.82471315884108,-1.511485504716191,1.3855723326816236,-0.3126001134949674,-1.698172446176591,101.52816463415468,53.03626161869658,-48.4919030154581,0.74444635,0.541800048,-0.202646302,5174.831035996017,4498.642251657737,-676.1887843382801
Alec Bohm,2021,2022,417,631,50.08727884597722,64.2222007370396,14.134921891062383,50.32693051620914,51.07910890460605,0.7521783883969135,47.002818302971086,44.25441204423947,-2.748406258731613,47.34313929358578,42.41742325008649,-4.9257160434992855,46.26859576969346,41.770925097006696,-4.497670672686766,-0.0165557094963149,1.4118123812940029,1.4283680907903178,75.66966810344947,98.46152226715448,22.79185416370501,0.646661617,0.712983345,0.06632172800000002,5525.3892683235335,5645.700965986771,120.31169766323728
Alec Bohm,2022,2023,631,611,64.2222007370396,66.40127180236995,2.179071065330348,51.07910890460605,50.52996344630548,-0.5491454583005719,44.25441204423947,36.22095016802824,-8.033461876211234,42.41742325008649,42.46447485174425,0.04705160165775624,41.770925097006696,46.59414443789297,4.823219340886276,1.4118123812940029,1.378502421166088,-0.033309960127914984,98.46152226715448,104.36860650808384,5.907084240929365,0.712983345,0.764608227,0.05162488199999993,5645.700965986771,5609.382250962913,-36.3187150238582
Alec Bohm,2023,2024,611,606,66.40127180236995,67.83613909428183,1.4348672919118854,50.52996344630548,54.24937509575773,3.7194116494522476,36.22095016802824,38.29738469561867,2.076434527590429,42.46447485174425,60.61545913117163,18.150984279427384,46.59414443789297,49.269558452919135,2.6754140150261634,1.378502421166088,3.4464993856085275,2.0679969644424396,104.36860650808384,113.47498826994982,9.106381761865975,0.764608227,0.779336597,0.014728370000000046,5609.382250962913,6851.33716370006,1241.9549127371474
Alec Bohm,2024,2025,606,504,67.83613909428183,67.92103142221268,0.08489232793084511,54.24937509575773,50.00147182056254,-4.247903275195185,38.29738469561867,44.21445459222012,5.917069896601454,60.61545913117163,50.29793033140914,-10.317528799762492,49.269558452919135,47.999211913498776,-1.270346539420359,3.4464993856085275,1.734872532941508,-1.7116268526670195,113.47498826994982,104.82533217200428,-8.649656097945538,0.779336597,0.740831964,-0.038504633000000066,6851.33716370006,6422.128910977415,-429.20825272264483
Alec Burleson,2023,2024,347,595,62.37841349288808,64.10616716871336,1.7277536758252765,48.391395010128925,52.28837922360832,3.896984213479392,40.67856189679704,40.58775507526288,-0.09080682153415864,36.94064977180483,35.354207142278355,-1.5864426295264735,45.51187680800761,40.18972255443492,-5.322154253572684,-0.6153701331775854,0.656409465571675,1.2717795987492604,88.7325275947197,105.91548739806632,17.18295980334662,0.690767735,0.734664508,0.043896773000000056,5235.547236538738,5186.352874298993,-49.194362239744805
Alec Burleson,2024,2025,595,546,64.10616716871336,66.31152448889395,2.205357320180596,52.28837922360832,54.49902449534058,2.210645271732261,40.58775507526288,46.63922142663166,6.051466351368774,35.354207142278355,37.63851958855906,2.2843124462807083,40.18972255443492,49.009476615079095,8.819754060644172,0.656409465571675,2.0986745219023017,1.4422650563306267,105.91548739806632,124.47509791187048,18.55961051380416,0.734664508,0.801293951,0.06662944299999995,5186.352874298993,6184.565489954233,998.2126156552404
Aledmys Díaz,2021,2022,319,327,55.58189899359031,56.334428562385305,0.7525295687949978,48.83748297414006,50.12226256105393,1.2847795869138707,39.187134411886205,37.34166448572422,-1.8454699261619822,62.9806567879824,53.62570976836374,-9.354947019618656,37.85881635262204,42.85317789287901,4.994361540256968,1.549429879816591,0.817867934465424,-0.731561945351167,97.27059059461452,96.6822329222197,-0.588357672394821,0.721376324,0.690740461,-0.030635862999999985,5508.97135288907,5425.71673019884,-83.25462269022955
Aledmys Díaz,2022,2023,327,344,56.334428562385305,51.56745792140688,-4.766970640978428,50.12226256105393,40.40044899511165,-9.721813565942277,37.34166448572422,43.01552679330615,5.673862307581928,53.62570976836374,47.44611636042767,-6.179593407936068,42.85317789287901,39.16282740770393,-3.690350485175081,0.817867934465424,-0.399885845221579,-1.217753779687003,96.6822329222197,70.61221449664195,-26.070018425577743,0.690740461,0.616391317,-0.07434914399999992,5425.71673019884,4631.534084349928,-794.1826458489122
Alejandro Kirk,2021,2022,189,541,61.2043557457576,70.68195779579246,9.477602050034854,55.72429536144294,52.93554887038155,-2.7887464910613886,41.669784388096346,24.970449910631952,-16.699334477464394,48.66246279210212,70.15353697983018,21.49107418772806,61.14208542019374,72.91803763013434,11.775952209940598,0.7366682821732038,4.281229718287087,3.5445614361138835,105.6007838193886,129.13776437793746,23.536980558548862,0.764405964,0.786427812,0.022021847999999955,6884.617141899332,8124.222438902177,1239.605297002845
Alejandro Kirk,2022,2023,541,422,70.68195779579246,66.30287474318838,-4.379083052604074,52.93554887038155,42.53502537102607,-10.40052349935548,24.970449910631952,23.11522595241144,-1.8552239582205132,70.15353697983018,76.2549586106401,6.101421630809924,72.91803763013434,65.37629039029656,-7.541747239837775,4.281229718287087,2.2669398111885344,-2.014289907098553,129.13776437793746,95.13281273566902,-34.00495164226844,0.786427812,0.691650103,-0.09477770900000004,8124.222438902177,7078.691819636491,-1045.5306192656853
Alejandro Kirk,2023,2024,422,386,66.30287474318838,63.948894957749474,-2.3539797854389093,42.53502537102607,47.96204639662477,5.427021025598698,23.11522595241144,29.420759325294927,6.305533372883488,76.2549586106401,80.0,3.7450413893598977,65.37629039029656,57.92775385901874,-7.448536531277817,2.2669398111885344,2.7456664640140427,0.4787266528255083,95.13281273566902,93.49173830063076,-1.641074435038263,0.691650103,0.677476378,-0.014173724999999915,7078.691819636491,7213.99981971027,135.3080000737782
Alejandro Kirk,2024,2025,386,506,63.948894957749474,67.05868145740827,3.109786499658796,47.96204639662477,54.989220915475,7.027174518850231,29.420759325294927,35.36850556075507,5.947746235460141,80.0,80.0,0.0,57.92775385901874,57.64979149485834,-0.2779623641604019,2.7456664640140427,4.677982758635817,1.9323162946217747,93.49173830063076,115.55087581177855,22.059137511147796,0.677476378,0.769112117,0.091635739,7213.99981971027,8055.34121558826,841.3413958779902
Alek Thomas,2022,2023,411,402,51.44647007838704,50.07605371405025,-1.3704163643367835,45.15953066508232,48.33176874758553,3.172238082503206,55.37835252036869,67.86716706984352,12.488814549474824,57.64013541891004,49.209918132817066,-8.430217286092976,43.688719418335744,41.0537852333801,-2.6349341849556467,0.7795921116998445,0.3890195642917967,-0.39057254740804787,71.48651710929514,70.77727075931091,-0.7092463499842268,0.618771192,0.64683155,0.028060358000000063,6078.21583871961,6237.12715027711,158.91131155750008
Alek Thomas,2023,2024,402,103,50.07605371405025,52.58055809371201,2.5045043796617534,48.33176874758553,53.91086184175374,5.579093094168215,67.86716706984352,57.84458438397692,-10.022582685866595,49.209918132817066,47.0896638066696,-2.1202543261474673,41.0537852333801,49.07497416377514,8.021188930395041,0.3890195642917967,-0.1869162240382638,-0.5759357883300604,70.77727075931091,65.07309389637524,-5.704176862935668,0.64683155,0.602992775,-0.043838774999999996,6237.12715027711,6452.114913656171,214.9877633790611
Alek Thomas,2024,2025,103,469,52.58055809371201,46.6682754919172,-5.912282601794807,53.91086184175374,47.47687969115993,-6.433982150593813,57.84458438397692,51.78630808385303,-6.058276300123893,47.0896638066696,43.78327319058341,-3.3063906160861904,49.07497416377514,36.892507398500925,-12.182466765274214,-0.1869162240382638,0.4427960098354678,0.6297122338737315,65.07309389637524,81.31357924365041,16.24048534727517,0.602992775,0.658931857,0.05593908199999997,6452.114913656171,4887.800382110049,-1564.3145315461215
Alex Bregman,2021,2022,400,656,66.55297853264037,67.07238785908245,0.5194093264420871,46.731296207375365,53.2076840177097,6.476387810334337,43.14316220704058,36.56309442583631,-6.580067781204271,52.59098749904791,60.48479416836722,7.893806669319311,68.16104567281158,78.6812637232844,10.52021805047282,2.144006613493261,5.406469146886795,3.2624625333935335,114.01454381136392,136.79692832325603,22.782384511892104,0.777413793,0.82023322,0.042819426999999965,7378.373327476576,8446.368830184416,1067.9955027078395
Alex Bregman,2022,2023,656,724,67.07238785908245,68.35645660201418,1.2840687429317228,53.2076840177097,48.0474541352609,-5.160229882448803,36.56309442583631,37.88936261227235,1.3262681864360388,60.48479416836722,51.49537713416133,-8.989417034205893,78.6812637232844,76.1754513169555,-2.5058124063289,5.406469146886795,4.389559298441781,-1.0169098484450139,136.79692832325603,124.93879047836728,-11.858137844888745,0.82023322,0.803774137,-0.016459082999999985,8446.368830184416,7696.774689455564,-749.5941407288519
Alex Bregman,2023,2024,724,634,68.35645660201418,67.33552227397415,-1.0209343280400276,48.0474541352609,52.74077405796952,4.693319922708618,37.88936261227235,35.55865666769562,-2.330705944576728,51.49537713416133,65.18126068076212,13.685883546600792,76.1754513169555,56.16804265747717,-20.00740865947833,4.389559298441781,4.170496729622563,-0.2190625688192176,124.93879047836728,117.20282126136706,-7.735969217000218,0.803774137,0.768125227,-0.035648910000000034,7696.774689455564,7222.173408081152,-474.6012813744119
Alex Bregman,2024,2025,634,495,67.33552227397415,65.90974213102591,-1.4257801429482413,52.74077405796952,53.17740198358111,0.4366279256115959,35.55865666769562,40.83552704840438,5.276870380708758,65.18126068076212,57.34185436153759,-7.83940631922453,56.16804265747717,66.26017148520627,10.092128827729098,4.170496729622563,3.5313061115866127,-0.6391906180359506,117.20282126136706,125.30300647899588,8.10018521762882,0.768125227,0.821489723,0.05336449600000004,7222.173408081152,7696.278801140046,474.10539305889415
Alex Call,2022,2023,131,439,48.52461448994043,51.62517353005524,3.1005590401148098,45.9993713563796,38.27929204574159,-7.720079310638006,51.991522082969766,44.01876840136653,-7.972753681603237,49.05143910188752,61.52201099025,12.470571888362485,57.90883296260673,67.82005442789861,9.91122146529188,0.4992518827849194,0.5660353274190886,0.06678344463416919,114.59512113729556,73.08639402616166,-41.50872711113391,0.748158563,0.614006115,-0.13415244800000004,6098.390016190696,6677.82133669567,579.4313205049739
Alex Call,2023,2024,439,113,51.62517353005524,60.61073587926367,8.985562349208429,38.27929204574159,47.933369173058566,9.654077127316974,44.01876840136653,51.09922226370143,7.080453862334899,61.52201099025,48.59385518934525,-12.928155800904754,67.82005442789861,61.426094536387374,-6.393959891511237,0.5660353274190886,1.1677650148508067,0.6017296874317182,73.08639402616166,166.65648259228635,93.5700885661247,0.614006115,0.950031286,0.33602517099999996,6677.82133669567,6916.917256000196,239.09591930452643
Alex Call,2024,2025,113,322,60.61073587926367,60.40775038438203,-0.20298549488164497,47.933369173058566,42.34088702424921,-5.592482148809353,51.09922226370143,46.75769335137214,-4.341528912329288,48.59385518934525,46.14527127423901,-2.4485839151062407,61.426094536387374,68.05922340977793,6.633128873390554,1.1677650148508067,0.9416068874480832,-0.22615812740272356,166.65648259228635,112.82532246310346,-53.83116012918289,0.950031286,0.745944678,-0.204086608,6916.917256000196,6632.212729340226,-284.7045266599698
Alex Jackson,2024,2025,155,100,22.247958634954724,32.45575335965657,10.207794724701845,43.50737616998509,55.11893357550351,11.611557405518418,52.48492527739364,47.66487453693596,-4.820050740457681,57.30814126834005,58.224559159544775,0.9164178912047234,42.10415770092053,42.85510411753353,0.7509464166129973,-0.114407439505515,1.073982680720317,1.188390120225832,28.57919694455111,111.42336170267568,82.84416475812456,0.438708772,0.762527472,0.3238187,4569.2976693752325,5267.685254605325,698.3875852300926
Alex Kirilloff,2021,2022,231,156,52.50035171871344,53.25617837086599,0.7558266521525496,54.36829062332799,48.980778733013935,-5.387511890314052,44.85096808686056,40.5712943802911,-4.2796737065694614,50.0113653474642,43.34131070998642,-6.670054637477776,37.78538876783358,40.93932316424643,3.1539343964128506,0.3075343305049028,-0.4929454727663646,-0.8004798032712674,94.80540115723656,85.36169397895212,-9.443707178284441,0.721957111,0.651433691,-0.07052342,5425.457909247579,4902.12170358704,-523.3362056605383
Alex Kirilloff,2022,2023,156,319,53.25617837086599,51.762818713108274,-1.4933596577577148,48.980778733013935,51.14507790410788,2.164299171093944,40.5712943802911,44.170774610975776,3.5994802306846765,43.34131070998642,37.94545769438309,-5.395853015603336,40.93932316424643,48.50799102872863,7.568667864482201,-0.4929454727663646,0.5388540666011379,1.0317995393675026,85.36169397895212,117.82470282459214,32.46300884564002,0.651433691,0.792802239,0.14136854799999998,4902.12170358704,5199.511394053538,297.389690466498
Alex Kirilloff,2023,2024,319,178,51.762818713108274,41.81656487637777,-9.946253836730506,51.14507790410788,52.34303824025952,1.1979603361516382,44.170774610975776,50.946650285480295,6.775875674504519,37.94545769438309,44.150895846816695,6.205438152433608,48.50799102872863,48.80937320279584,0.30138217406720713,0.5388540666011379,-0.3370638032587399,-0.8759178698598777,117.82470282459214,81.67007029718198,-36.15463252741016,0.792802239,0.653310719,-0.13949151999999998,5199.511394053538,5373.881430180247,174.37003612670833
