left,right,median_difference,ci_low,ci_high,n_boot
scalar_matched,same_player_adjacent,0.29052969453961053,0.264271484630433,0.3171210666043565,2000
random_same_season_pa_stratum,scalar_matched,0.18433408445710908,0.15391887695231518,0.2113901989535958,2000
